Unique.Specimen.Identifier,Family1,Order1,Sequence,Specimen.number,Source,Sex,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-wing.Index,Tail.Length,Sample.Number,Measurer,Avonet.Protocol.Used,Protocol.both.pairs,Protocol.neither.pair
Cossypha natalensis_95.5.1.831,Muscicapidae,PASSERIFORMES,9165,95.5.1.831,NHMUK,M,16.9,9.4,4.3,4.4,25.4,93,16.1,76.9,17.3,82,2,CS,1,0,0
Cossypha niveicapilla_1930.12.3.193,Muscicapidae,PASSERIFORMES,9168,1930.12.3.193,NHMUK,M,18,NA,4.7,4.9,28.3,108,NA,NA,NA,94,1,GT,0,0,0
Cossypha niveicapilla_1930.12.3.193,Muscicapidae,PASSERIFORMES,9168,1930.12.3.193,NHMUK,M,18.5,10.9,4.4,4.8,28.8,102,20.5,81.5,20.1,96,2,CS,1,0,0
Cossypha semirufa_1927.11.5.274,Muscicapidae,PASSERIFORMES,9163,1927.11.5.274,NHMUK,M,16.2,NA,4.1,4,30.7,77,NA,NA,NA,71,1,GT,0,0,0
Cossypha semirufa_1927.11.5.274,Muscicapidae,PASSERIFORMES,9163,1927.11.5.274,NHMUK,M,15.6,8.4,3.9,4.1,30.4,71.5,5.9,65.6,8.3,68,2,CS,1,0,0
Cotinga maculata_88.1.13.1637,Cotingidae,PASSERIFORMES,5396,88.1.13.1637,NHMUK,F,17.8,NA,5.7,5.7,21.5,113,NA,NA,NA,73,1,GT,0,0,0
Cotinga maculata_88.1.13.1637,Cotingidae,PASSERIFORMES,5396,88.1.13.1637,NHMUK,F,16.1,9.6,5.7,5.6,21.5,113,30.3,82.7,26.8,69,2,CV,1,0,0
Cotinga nattererii_88.1.20.820,Cotingidae,PASSERIFORMES,5394,88.1.20.820,NHMUK,F,19.5,NA,5.8,5.9,21.9,114,NA,NA,NA,85,1,GT,0,0,0
Cotinga nattererii_88.1.20.820,Cotingidae,PASSERIFORMES,5394,88.1.20.820,NHMUK,F,19.8,10.9,6.1,6.1,21.3,119,27.3,91.7,22.9,85,2,CS,1,0,0
Coturnicops exquisitus_94.1.20.80,Rallidae,GRUIFORMES,1747,94.1.20.80,NHMUK,M,12.2,NA,2,3.8,21.9,73,NA,NA,NA,34,1,GT,0,0,0
Coturnicops exquisitus_94.1.20.80,Rallidae,GRUIFORMES,1747,94.1.20.80,NHMUK,M,12,6,1.7,3.5,21.9,73,14,59,19.2,30,2,NJT,1,0,0
Coturnicops notatus_89.11.20.169,Rallidae,GRUIFORMES,1749,89.11.20.169,NHMUK,F,12.3,NA,2.4,4.3,19.1,69,NA,NA,NA,33,1,GT,0,0,0
Coturnicops notatus_89.11.20.169,Rallidae,GRUIFORMES,1749,89.11.20.169,NHMUK,F,12.6,6.3,1.7,3.7,21.9,NA,NA,NA,NA,27,2,NJT,1,0,0
Coturnicops noveboracensis_88.10.10.3695,Rallidae,GRUIFORMES,1748,88.10.10.3695,NHMUK,M,14.8,NA,2.1,5.2,21.9,87,NA,NA,NA,36,1,GT,0,0,0
Coturnicops noveboracensis_88.10.10.3695,Rallidae,GRUIFORMES,1748,88.10.10.3695,NHMUK,M,14.5,7.1,2,5,23,87,22.7,64.3,26.1,34,2,NJT,1,0,0
Coturnix coromandelica_89.5.10.514,Phasianidae,GALLIFORMES,232,89.5.10.514,NHMUK,M,13.6,NA,4.3,4.4,23,91,NA,NA,NA,31,1,GT,0,0,0
Coturnix coromandelica_89.5.10.514,Phasianidae,GALLIFORMES,232,89.5.10.514,NHMUK,M,13.9,6.7,5.1,4.9,22,87,33.1,53.9,38,32,2,MNC,1,0,0
Coua caerulea_1931.8.18.664,Cuculidae,CUCULIFORMES,1596,1931.8.18.664,NHMUK,M,29.6,NA,8.1,10.2,59.7,197,NA,NA,NA,249,1,GT,0,0,0
Coua caerulea_1931.8.18.664,Cuculidae,CUCULIFORMES,1596,1931.8.18.664,NHMUK,M,29.4,15.1,8.4,9.9,60.7,200,9.8,190.2,4.9,243.1,2,SEIJ,1,0,0
Coua coquereli_1931.8.18.580,Cuculidae,CUCULIFORMES,1587,1931.8.18.580,NHMUK,M,26.2,NA,5.9,8.3,48.6,146,NA,NA,NA,220,1,GT,0,0,0
Coua coquereli_1931.8.18.580,Cuculidae,CUCULIFORMES,1587,1931.8.18.580,NHMUK,M,26.4,12.7,5.6,8.3,47.3,146,5.9,140.1,4,215,2,SEIJ,1,0,0
Coua ruficeps_1931.8.18.569,Cuculidae,CUCULIFORMES,1591,1931.8.18.569,NHMUK,M,29.3,NA,6.3,8.9,61.3,164,NA,NA,NA,232,1,GT,0,0,0
Coua ruficeps_1931.8.18.569,Cuculidae,CUCULIFORMES,1591,1931.8.18.569,NHMUK,M,28.7,14.2,6.3,8.8,58.1,166,13.7,152.3,8.3,241.4,2,SEIJ,1,0,0
Cracticus mentalis_1939.12.9.2411,Artamidae,PASSERIFORMES,6540,1939.12.9.2411,NHMUK,M,40,NA,8.8,12.2,27.6,138,NA,NA,NA,102,1,GT,0,0,0
Cracticus mentalis_1939.12.9.2411,Artamidae,PASSERIFORMES,6540,1939.12.9.2411,NHMUK,M,43.2,27,7.6,12.2,27.5,137,38.1,98.9,27.8,102,2,CS,1,0,0
Cracticus mentalis_79.3.6.31,Artamidae,PASSERIFORMES,6540,79.3.6.31,NHMUK,U,37.8,NA,8.4,11.8,29.4,134,NA,NA,NA,102,1,GT,0,0,0
Cracticus mentalis_79.3.6.31,Artamidae,PASSERIFORMES,6540,79.3.6.31,NHMUK,U,37.2,25,8.5,12.1,28.8,136,33.1,102.9,24.3,96,2,CS,1,0,0
Cracticus nigrogularis_77.11.15.2,Artamidae,PASSERIFORMES,6537,77.11.15.2,NHMUK,M,43.6,28.5,9.8,14,34.2,172,48,124,27.9,131,1,CS,1,0,0
Cracticus nigrogularis_77.11.15.2,Artamidae,PASSERIFORMES,6537,77.11.15.2,NHMUK,M,43,NA,11.5,15.5,38.2,173,52,121,30.1,128,2,CR,0,0,0
Cracticus nigrogularis_82.2.18.40,Artamidae,PASSERIFORMES,6537,82.2.18.40,NHMUK,M,44.8,29.5,9,13.8,33.4,177.5,48.3,129.2,27.2,132,1,CS,1,0,0
Cracticus nigrogularis_82.2.18.40,Artamidae,PASSERIFORMES,6537,82.2.18.40,NHMUK,M,45.5,NA,12.3,15.9,35.3,181,53,128,29.3,126,2,CR,0,0,0
Cracticus torquatus_1964.60.1388,Artamidae,PASSERIFORMES,6538,1964.60.1388,NHMUK,M,40,NA,8.9,11.9,NA,143,NA,NA,NA,109,1,BM,0,0,1
Cracticus torquatus_1964.60.1388,Artamidae,PASSERIFORMES,6538,1964.60.1388,NHMUK,M,39.1,NA,9.9,13.4,26.9,145,NA,NA,NA,108,2,GT,0,0,1
Cracticus torquatus_1964.60.1390,Artamidae,PASSERIFORMES,6538,1964.60.1390,NHMUK,M,41.5,NA,9,12.3,NA,146,NA,NA,NA,112,1,BM,0,0,1
Cracticus torquatus_1964.60.1390,Artamidae,PASSERIFORMES,6538,1964.60.1390,NHMUK,M,42.2,NA,10.1,13.2,32.3,147,39,108,26.5,105,2,CR,0,0,1
Cranioleuca curtata_89.5.14.229,Furnariidae,PASSERIFORMES,5232,89.5.14.229,NHMUK,U,15.6,NA,3.4,NA,15.9,NA,NA,NA,NA,64,1,GT,0,0,0
Cranioleuca curtata_89.5.14.229,Furnariidae,PASSERIFORMES,5232,89.5.14.229,NHMUK,U,15.2,8.9,2.9,3.9,16.8,57.5,11.1,46.4,19.3,70,2,CS,1,0,0
Cranioleuca demissa_89.5.20.110,Furnariidae,PASSERIFORMES,5233,89.5.20.110,NHMUK,M,13.8,NA,2.8,3.5,17.4,62,NA,NA,NA,64,1,GT,0,0,0
Cranioleuca demissa_89.5.20.110,Furnariidae,PASSERIFORMES,5233,89.5.20.110,NHMUK,M,13.1,8.2,2.8,3.5,17.3,60.5,8.3,52.2,13.7,63,2,CS,1,0,0
Cranioleuca hellmayri_89.5.14.227,Furnariidae,PASSERIFORMES,5235,89.5.14.227,NHMUK,U,16.1,NA,3,3.8,19,68,NA,NA,NA,69,1,GT,0,0,0
Cranioleuca hellmayri_89.5.14.227,Furnariidae,PASSERIFORMES,5235,89.5.14.227,NHMUK,U,15.9,9.9,3.3,3.8,19.2,67,11,56,16.4,71,2,CS,1,0,0
Cranioleuca pyrrhophia_89.5.14.247,Furnariidae,PASSERIFORMES,5227,89.5.14.247,NHMUK,M,15.8,NA,3.1,3.3,18.9,60,NA,NA,NA,70,1,GT,0,0,0
Cranioleuca pyrrhophia_89.5.14.247,Furnariidae,PASSERIFORMES,5227,89.5.14.247,NHMUK,M,15,9.8,2.7,3.1,18.1,60.5,8.8,51.7,14.5,72,2,CS,1,0,0
Cranioleuca subcristata_47.7.16.11,Furnariidae,PASSERIFORMES,5236,47.7.16.11,NHMUK,U,14.4,NA,2.8,3.6,17.2,NA,NA,NA,NA,65,1,GT,0,0,0
Cranioleuca subcristata_47.7.16.11,Furnariidae,PASSERIFORMES,5236,47.7.16.11,NHMUK,U,13.8,9.2,2.7,3.5,18,63,10.8,52.2,17.1,66,2,NS,1,0,0
Cranioleuca sulphurifera_1910.12.22.882,Furnariidae,PASSERIFORMES,5215,1910.12.22.882,NHMUK,M,16.5,NA,2.8,4.1,21,57,NA,NA,NA,64,1,GT,0,0,0
Cranioleuca sulphurifera_1910.12.22.882,Furnariidae,PASSERIFORMES,5215,1910.12.22.882,NHMUK,M,15.1,10.1,2.7,3.7,17.4,56,9.1,46.9,16.3,66,2,NS,1,0,0
Crateroscelis nigrorufa_1970.2.7,Acanthizidae,PASSERIFORMES,6199,1970.2.7,NHMUK,F,16.6,NA,2.8,3.7,22.6,63,NA,NA,NA,45,1,GT,0,0,0
Crateroscelis nigrorufa_1970.2.7,Acanthizidae,PASSERIFORMES,6199,1970.2.7,NHMUK,F,15.7,8.7,3.5,3.8,21.7,62,6.6,55.4,10.6,42,2,CV,1,0,0
Crateroscelis robusta_1911.12.22.161,Acanthizidae,PASSERIFORMES,6200,1911.12.22.161,NHMUK,M,16.7,NA,3.5,3.1,26,58,NA,NA,NA,40,1,GT,0,0,0
Crateroscelis robusta_1911.12.22.161,Acanthizidae,PASSERIFORMES,6200,1911.12.22.161,NHMUK,M,15.9,9.3,3.4,3.1,25.9,60,8.1,51.9,13.5,39,2,CV,1,0,0
Crax blumenbachii_43.11.27.32,Cracidae,GALLIFORMES,133,43.11.27.32,NHMUK,M,49.5,NA,11.6,22.9,106.8,421,NA,NA,NA,380,1,GT,0,0,0
Crax blumenbachii_43.11.27.32,Cracidae,GALLIFORMES,133,43.11.27.32,NHMUK,U,50.8,24.7,12.7,23,113.7,395,49.8,345.2,12.6,370,2,SEIJ,1,0,0
Crax globulosa_1988.21.27,Cracidae,GALLIFORMES,132,1988.21.27,NHMUK,M,55.2,NA,12.4,22.6,114,383,NA,NA,NA,340,1,GT,0,0,0
Crax globulosa_1988.21.27,Cracidae,GALLIFORMES,132,1988.21.27,NHMUK,M,57.5,23.4,13.3,23.3,98.2,363,49,314,13.5,311,2,MNC,1,0,0
Creagrus furcatus_99.9.1.599,Laridae,CHARADRIIFORMES,2591,99.9.1.599,NHMUK,M,64.1,NA,6.3,13.4,51.2,419,NA,NA,NA,198,1,GT,0,0,0
Creagrus furcatus_99.9.1.599,Laridae,CHARADRIIFORMES,2591,99.9.1.599,NHMUK,M,62.3,27.1,6.7,12.8,52.2,414,243,171,58.7,196,2,MNC,1,0,0
Criniger chloronotus_95.5.1.675,Pycnonotidae,PASSERIFORMES,7800,95.5.1.675,NHMUK,M,21.8,NA,6,NA,23.7,108,NA,NA,NA,96,1,GT,0,0,0
Criniger chloronotus_95.5.1.675,Pycnonotidae,PASSERIFORMES,7800,95.5.1.675,NHMUK,M,21.5,12.4,5.4,6.9,23.1,111,15.4,95.6,13.9,97,2,CS,1,0,0
Crithagra capistrata_1953.54.538,Fringillidae,PASSERIFORMES,10168,1953.54.538,NHMUK,F,12.2,NA,5.8,6.6,14.6,59,NA,NA,NA,41,1,GT,0,0,0
Crithagra capistrata_1953.54.538,Fringillidae,PASSERIFORMES,10168,1953.54.538,NHMUK,F,12,7.8,4.6,6.2,12.3,58,10.8,47.2,18.6,42,2,HM,1,0,0
Crithagra citrinipectus_1959.10.3,Fringillidae,PASSERIFORMES,10178,1959.10.3,NHMUK,F,10.6,NA,4.6,6.3,14.3,65,NA,NA,NA,41,1,GT,0,0,0
Crithagra citrinipectus_1959.10.3,Fringillidae,PASSERIFORMES,10178,1959.10.3,NHMUK,F,10.7,6.7,4.7,6,14.1,64.5,15,49.5,23.3,39,2,HM,1,0,0
Crithagra concolor_1891.8.20.14,Fringillidae,PASSERIFORMES,10198,1891.8.20.14,NHMUK,M,21,NA,10.6,NA,24.8,109,NA,NA,NA,71,1,GT,0,0,0
Crithagra concolor_1891.8.20.14,Fringillidae,PASSERIFORMES,10198,1891.8.20.14,NHMUK,M,24.1,16.1,10.5,15.3,23.8,107,23.4,83.6,21.9,70,2,CS,1,0,0
Crithagra frontalis_1912.12.24.116,Fringillidae,PASSERIFORMES,10166,1912.12.24.116,NHMUK,M,12.7,NA,5,6.1,15.3,66,NA,NA,NA,49,1,GT,0,0,0
Crithagra frontalis_1912.12.24.116,Fringillidae,PASSERIFORMES,10166,1912.12.24.116,NHMUK,M,12.7,9,4.8,6.3,13.5,64,13.8,50.2,21.6,46,2,HM,1,0,0
Crithagra koliensis_1912.12.24.118,Fringillidae,PASSERIFORMES,10169,1912.12.24.118,NHMUK,M,13.1,NA,6.2,7.1,14.9,63,NA,NA,NA,51,1,GT,0,0,0
Crithagra koliensis_1912.12.24.118,Fringillidae,PASSERIFORMES,10169,1912.12.24.118,NHMUK,M,11.6,7.5,4.8,7,14.5,62,14,48,22.6,47,2,HM,1,0,0
Crithagra leucoptera_1952.11.1,Fringillidae,PASSERIFORMES,10199,1952.11.1,NHMUK,M,13.8,NA,6.5,8.3,19.6,71,NA,NA,NA,60,1,GT,0,0,0
Crithagra leucoptera_1952.11.1,Fringillidae,PASSERIFORMES,10199,1952.11.1,NHMUK,M,13.6,9.1,6.6,8.8,18.4,69,16.5,52.5,23.9,55.5,2,HM,1,0,0
Crithagra melanochroa_1932.5.10.1235,Fringillidae,PASSERIFORMES,10196,1932.5.10.1235,NHMUK,F,16.1,NA,8.4,10.2,18.9,81,NA,NA,NA,70,1,GT,0,0,0
Crithagra melanochroa_1932.5.10.1235,Fringillidae,PASSERIFORMES,10196,1932.5.10.1235,NHMUK,F,15.8,10.2,7.3,9.9,19.1,82,12.8,69.2,15.6,68,2,HM,1,0,0
Crithagra menachensis_1965.M.17004,Fringillidae,PASSERIFORMES,10193,1965.M.17004,NHMUK,M,10.8,NA,4.9,6,14.6,71,NA,NA,NA,56,1,GT,0,0,0
Crithagra menachensis_1965.M.17004,Fringillidae,PASSERIFORMES,10193,1965.M.17004,NHMUK,M,10.9,6.9,4.6,5.9,14,70,19,51,27.1,49,2,HM,1,0,0
Crithagra rufobrunnea_1949.65.57,Fringillidae,PASSERIFORMES,10197,1949.65.57,NHMUK,M,16.2,NA,7.8,8.9,19.4,79,NA,NA,NA,47,1,GT,0,0,0
Crithagra rufobrunnea_1949.65.57,Fringillidae,PASSERIFORMES,10197,1949.65.57,NHMUK,M,16.7,10.6,6.3,8.9,20,78,20.3,57.7,26,48.5,2,HM,1,0,0
Crithagra xantholaema_1946.5.2920,Fringillidae,PASSERIFORMES,10177,1946.5.2920,NHMUK,F,11.8,NA,5.8,6.7,12.8,65,NA,NA,NA,52,1,GT,0,0,0
Crithagra xantholaema_1946.5.2920,Fringillidae,PASSERIFORMES,10177,1946.5.2920,NHMUK,F,11.8,7.6,5.1,6.5,13.7,64,9.1,54.9,14.2,46,2,HM,1,0,0
Crossleyia tenebrosa_1926.2.1.3,Bernieridae,PASSERIFORMES,7672,1926.2.1.3,NHMUK,M,17.3,NA,3.3,4,25.4,74,NA,NA,NA,53,1,GT,0,0,0
Crossleyia tenebrosa_1926.2.1.3,Bernieridae,PASSERIFORMES,7672,1926.2.1.3,NHMUK,M,16.2,8.3,3,4,23.5,71,8.9,62.1,12.5,52,2,RJM,1,0,0
Crossleyia xanthophrys_1931.8.18.2169,Bernieridae,PASSERIFORMES,7673,1931.8.18.2169,NHMUK,M,14.7,NA,3,3.2,25.6,66,NA,NA,NA,65,1,GT,0,0,0
Crossleyia xanthophrys_1931.8.18.2169,Bernieridae,PASSERIFORMES,7673,1931.8.18.2169,NHMUK,M,15,7.2,3.1,3,25.7,69,5.6,63.4,8.2,69,2,DS,1,0,0
Crossoptilon auritum_93.8.1.36,Phasianidae,GALLIFORMES,334,93.8.1.36,NHMUK,M,46.6,NA,16.5,15.1,88.5,297,NA,NA,NA,421,1,GT,0,0,0
Crossoptilon auritum_93.8.1.36,Phasianidae,GALLIFORMES,334,93.8.1.36,NHMUK,M,45.2,30.3,17.8,15.3,89.7,310,45,265,14.5,475,2,MNC,1,0,0
Crossoptilon harmani_1937.1.17.44,Phasianidae,GALLIFORMES,332,1937.1.17.44,NHMUK,M,41.5,NA,16.6,16.7,86.3,304,NA,NA,NA,445,1,GT,0,0,0
Crossoptilon harmani_1937.1.17.44,Phasianidae,GALLIFORMES,332,1937.1.17.44,NHMUK,M,46.8,33.3,18.1,16.2,86,291,49,242,16.8,430,2,MNC,1,0,0
Crossoptilon mantchuricum_96.1.1.614,Phasianidae,GALLIFORMES,333,96.1.1.614,NHMUK,M,50.5,NA,18.7,15.3,90.9,318,NA,NA,NA,557,1,GT,0,0,0
Crossoptilon mantchuricum_96.1.1.614,Phasianidae,GALLIFORMES,333,96.1.1.614,NHMUK,M,47.7,31.2,18.6,15,93.5,307,60.8,246.2,19.8,575,2,MNC,1,0,0
Crotophaga sulcirostris_1955.43.23,Cuculidae,CUCULIFORMES,1573,1955.43.23,NHMUK,M,28.3,NA,8.8,18,35.7,129,NA,NA,NA,173,1,GT,0,0,0
Crotophaga sulcirostris_1955.43.23,Cuculidae,CUCULIFORMES,1573,1955.43.23,NHMUK,M,27.5,18.5,11.5,18.5,37,134,24.5,109.5,18.3,176,2,TJM,1,0,0
Crypsirina cucullata_1904.12.12.9,Corvidae,PASSERIFORMES,6920,1904.12.12.9,NHMUK,M,21.8,13.8,7.5,10.2,25.7,115,21.4,93.6,18.6,185.9,1,PC,1,0,0
Crypsirina cucullata_1904.12.12.9,Corvidae,PASSERIFORMES,6920,1904.12.12.9,NHMUK,M,21.1,NA,8.9,10.4,27.1,110,18,92,16.4,170,2,CR,0,0,0
Crypsirina cucullata_1965.M.19263,Corvidae,PASSERIFORMES,6920,1965.M.19263,NHMUK,M,20.1,11,7.2,9.4,25.2,109,13.8,95.2,12.7,182.3,1,PC,1,0,0
Crypsirina cucullata_1965.M.19263,Corvidae,PASSERIFORMES,6920,1965.M.19263,NHMUK,M,19.5,NA,7.9,9.9,26,110,19,91,17.3,167,2,CR,0,0,0
Cryptillas victorini_76.5.23.193,Macrosphenidae,PASSERIFORMES,7365,76.5.23.193,NHMUK,U,14.8,NA,2.4,3,21.1,51,NA,NA,NA,67,1,GT,0,0,0
Cryptillas victorini_76.5.23.193,Macrosphenidae,PASSERIFORMES,7365,76.5.23.193,NHMUK,U,14.7,7.4,2.7,3.1,20.1,54,2.9,51.1,5.4,70,2,CS,1,0,0
Cryptophaps poecilorrhoa_97.12.14.25,Columbidae,COLUMBIFORMES,949,97.12.14.25,NHMUK,M,26.3,11.7,6.7,5.7,35.6,229,65.9,163.1,28.8,190,1,MNC,1,0,0
Cryptophaps poecilorrhoa_97.12.14.25,Columbidae,COLUMBIFORMES,949,97.12.14.25,NHMUK,M,22.6,NA,6,5.8,33.2,234,NA,NA,NA,218,2,GT,0,0,0
Cryptospiza shelleyi_1984.10.11,Estrildidae,PASSERIFORMES,9801,1984.10.11,NHMUK,M,15.5,NA,7.4,7.7,21.4,64,NA,NA,NA,50,1,GT,0,0,0
Cryptospiza shelleyi_1984.10.11,Estrildidae,PASSERIFORMES,9801,1984.10.11,NHMUK,M,12.1,9.5,6.8,8,21.4,64,10.1,53.9,15.8,49,2,CV,1,0,0
Crypturellus atrocapillus_1895.9.11.1,Tinamidae,STRUTHIONIFORMES,24,1895.9.11.1,NHMUK,U,31.6,NA,5.5,6.7,56.1,174,NA,NA,NA,NA,1,GT,0,0,0
Crypturellus atrocapillus_1895.9.11.1,Tinamidae,STRUTHIONIFORMES,24,1895.9.11.1,NHMUK,U,29.4,11.7,5.9,NA,54,170,41.2,128.8,24.2,47,2,MNC,1,0,0
Crypturellus bartletti_70.6.14.4,Tinamidae,STRUTHIONIFORMES,32,70.6.14.4,NHMUK,F,23.2,NA,4.4,4.5,44.1,136,NA,NA,NA,43,1,GT,0,0,0
Crypturellus bartletti_70.6.14.4,Tinamidae,STRUTHIONIFORMES,32,70.6.14.4,NHMUK,F,32.5,NA,NA,8.1,38.1,144,29.5,114.5,20.5,35.5,2,TT,0,0,0
Crypturellus bartletti_70.6.14.4,Tinamidae,STRUTHIONIFORMES,32,70.6.14.4,NHMUK,U,21.4,8.3,4.4,4.4,39.2,138,35,103,25.4,33,3,MNC,1,0,0
Crypturellus bartletti_92.6.9.129,Tinamidae,STRUTHIONIFORMES,32,92.6.9.129,NHMUK,U,21.3,8.8,4.5,4.6,41.2,135,36,99,26.7,32,1,MNC,1,0,0
Crypturellus bartletti_92.6.9.129,Tinamidae,STRUTHIONIFORMES,32,92.6.9.129,NHMUK,F,33.2,NA,NA,8.2,38.5,145,36,109,24.8,37,2,TT,0,0,0
Crypturellus berlepschi_1901.10.14.11,Tinamidae,STRUTHIONIFORMES,14,1901.10.14.11,NHMUK,F,35.5,NA,5,7.2,60.9,180,NA,NA,NA,66,1,GT,0,0,0
Crypturellus berlepschi_1901.10.14.11,Tinamidae,STRUTHIONIFORMES,14,1901.10.14.11,NHMUK,F,29.4,10.3,4.2,6.7,55.9,172,41,131,23.8,53,2,NS,1,0,0
Crypturellus cinereus_92.6.9.43,Tinamidae,STRUTHIONIFORMES,15,92.6.9.43,NHMUK,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NJT,1,0,0
Crypturellus cinereus_92.6.9.43,Tinamidae,STRUTHIONIFORMES,15,92.6.9.43,NHMUK,F,35.9,NA,NA,10.3,52.5,180,42,138,23.3,46,2,TT,0,0,0
Crypturellus noctivagus_92.6.9.115,Tinamidae,STRUTHIONIFORMES,23,92.6.9.115,NHMUK,M,33.3,NA,5.7,6.8,56.5,181,NA,NA,NA,66,1,GT,0,0,0
Crypturellus noctivagus_92.6.9.115,Tinamidae,STRUTHIONIFORMES,23,92.6.9.115,NHMUK,U,31.3,12.5,5.9,5.2,50.7,182,48,134,26.4,64,2,MNC,1,0,0
Crypturellus obsoletus_1904.7.8.1,Tinamidae,STRUTHIONIFORMES,18,1904.7.8.1,NHMUK,M,28.1,11,5.5,4.9,45.2,158,NA,NA,NA,52,1,TB/HM,1,1,0
Crypturellus obsoletus_1904.7.8.1,Tinamidae,STRUTHIONIFORMES,18,1904.7.8.1,NHMUK,M,27,9.7,5.9,4.8,46.1,166,36.5,129.5,22,59,2,DS,1,1,0
Crypturellus parvirostris_89.1.10.533,Tinamidae,STRUTHIONIFORMES,34,89.1.10.533,NHMUK,F,22.3,NA,4.5,4.6,24.8,121,NA,NA,NA,41,1,GT,0,0,0
Crypturellus parvirostris_89.1.10.533,Tinamidae,STRUTHIONIFORMES,34,89.1.10.533,NHMUK,F,19.9,11,4.4,3.5,26.9,114,28.2,85.8,24.7,34,2,DS,1,0,0
Crypturellus variegatus_1933.10.21.4,Tinamidae,STRUTHIONIFORMES,30,1933.10.21.4,NHMUK,M,42.6,NA,NA,10,38.1,166,54,112,32.5,41,1,TT,0,0,0
Crypturellus variegatus_1933.10.21.4,Tinamidae,STRUTHIONIFORMES,30,1933.10.21.4,NHMUK,M,33.5,NA,5.4,5.5,40,160,NA,NA,NA,49,2,GT,0,0,0
Crypturellus variegatus_1933.10.21.4,Tinamidae,STRUTHIONIFORMES,30,1933.10.21.4,NHMUK,M,33,14,5.3,5.2,39.1,150,51.8,98.2,34.5,52,3,DS,1,0,0
Crypturellus variegatus_1933.10.21.9,Tinamidae,STRUTHIONIFORMES,30,1933.10.21.9,NHMUK,F,32.9,15.7,5.2,4.5,42.3,154,49.7,104.3,32.3,43,1,DS,1,0,0
Crypturellus variegatus_1933.10.21.9,Tinamidae,STRUTHIONIFORMES,30,1933.10.21.9,NHMUK,F,41.7,NA,NA,9.6,38.3,170,51,119,30,44,2,TT,0,0,0
Curaeus curaeus_1908.11.9.41,Icteridae,PASSERIFORMES,10548,1908.11.9.41,NHMUK,M,33.6,NA,6.9,9,30.9,123,NA,NA,NA,104,1,GT,0,0,0
Curaeus curaeus_1908.11.9.41,Icteridae,PASSERIFORMES,10548,1908.11.9.41,NHMUK,M,33.2,21.6,7,9.5,32.5,128,25.2,102.8,19.7,103,2,CS,1,0,0
Cursorius cursor_1927.4.8.3,Glareolidae,CHARADRIIFORMES,2565,1927.4.8.3,NHMUK,M,26.4,NA,4.8,NA,49.5,148,NA,NA,NA,66,1,GT,0,0,0
