Sequence,animal,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
1105,Cypseloides_cherriei,Apodidae,Caprimulgiformes,AVIBASE-258B1B37,5,2,2,1,4,7.1,3.5,3.3,2.6,12.7,124.8,84.1,40.7,67.4,44.7,22.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-0.93,10.15,3.35,-75.73,111074.69
1106,Cypseloides_cryptus,Apodidae,Caprimulgiformes,AVIBASE-0770CE13,4,1,2,1,4,8.6,3.7,3.7,2.4,16.0,137.2,93.1,44.1,67.8,44.8,34.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-14.24,17.17,8.33,-74.92,413124.00
1111,Cypseloides_fumigatus,Apodidae,Caprimulgiformes,AVIBASE-9054A7CA,4,0,1,3,4,8.6,3.9,3.2,2.4,13.5,145.2,101.2,44.0,69.7,44.0,42.0,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Aerial,-33.03,-9.56,-19.46,-47.32,2325060.02
1109,Cypseloides_lemosi,Apodidae,Caprimulgiformes,AVIBASE-B66A13A9,2,0,2,0,2,8.9,4.7,3.3,3.0,13.3,150.2,108.8,41.4,72.4,54.0,28.1,Dunning,NA,NO,NA,NA,Human_Modified,1,1,Carnivore,Invertivore,Aerial,-0.98,3.53,2.50,-76.69,3577.91
1108,Cypseloides_niger,Apodidae,Caprimulgiformes,AVIBASE-7FB66FEB,5,2,3,0,4,9.0,3.7,3.4,2.4,12.5,149.4,105.2,39.3,73.0,59.4,39.7,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Aerial,8.88,57.94,32.36,-105.27,1303249.37
1110,Cypseloides_rothschildi,Apodidae,Caprimulgiformes,AVIBASE-CB21F7A7,6,2,3,1,5,7.3,4.3,3.5,2.7,14.1,153.2,90.6,62.6,59.1,60.8,42.0,Inferred,NA,YES,Body_Mass,Cypseloides_fumigatus,Forest,1,1,Carnivore,Invertivore,Aerial,-28.81,-17.89,-23.54,-64.66,166600.94
1112,Cypseloides_senex,Apodidae,Caprimulgiformes,AVIBASE-61C74CAD,4,2,2,0,4,7.8,4.8,4.5,2.9,22.6,168.8,103.8,65.0,61.5,55.8,82.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-26.93,-8.54,-17.50,-51.71,2015575.96
1107,Cypseloides_storeri,Apodidae,Caprimulgiformes,AVIBASE-DD9CB478,0,0,0,0,0,8.6,3.7,3.7,2.4,16.0,137.2,93.1,44.1,67.8,44.8,39.5,Dunning,NA,YES,Beak_Culmen;_Beak_Nares;_Beak_Width;_Beak_Depth;_Tarsus_Length;_Wing_Length;_Kipp's_Distance;_Secondary1;_Hand-Wing_Index;_Tail_Length,Cypseloides_cryptus,Forest,1,1,Carnivore,Invertivore,Aerial,17.16,20.00,18.67,-101.27,84466.80
1182,Cypsiurus_balasiensis,Apodidae,Caprimulgiformes,AVIBASE-83C40F89,5,2,3,0,4,6.5,2.5,3.5,2.1,9.1,114.7,78.1,36.3,68.3,59.9,9.1,Dunning,NA,NO,NA,NA,Human_Modified,1,1,Carnivore,Invertivore,Aerial,-8.85,29.84,15.10,95.81,6838834.25
1181,Cypsiurus_gracilis,Apodidae,Caprimulgiformes,AVIBASE-07AB7B3F,1,0,1,0,1,5.6,2.3,2.3,1.6,11.5,124.0,86.0,38.0,69.4,83.7,13.6,DataFromSplit,NA,NO,NA,NA,Shrubland,1,1,Carnivore,Invertivore,Aerial,-25.61,-11.95,-19.38,46.78,384793.25
1180,Cypsiurus_parvus,Apodidae,Caprimulgiformes,AVIBASE-DA106373,4,2,2,0,4,7.1,2.7,2.8,1.6,9.4,136.0,101.1,34.9,74.3,96.8,13.6,Dunning,NA,NO,NA,NA,Shrubland,1,1,Carnivore,Invertivore,Aerial,-30.38,20.10,-1.66,21.16,15963964.24
1140,Hirundapus_caudacutus,Apodidae,Caprimulgiformes,AVIBASE-EA55CA27,4,2,2,0,4,12.9,5.0,3.5,2.8,18.5,206.0,148.8,57.2,72.2,49.8,95.5,Dunning,NA,NO,NA,NA,Woodland,1,3,Carnivore,Invertivore,Aerial,26.67,60.83,46.53,112.91,6143488.25
1143,Hirundapus_celebensis,Apodidae,Caprimulgiformes,AVIBASE-0685479A,2,1,1,0,2,15.6,6.8,5.2,4.1,18.9,213.7,151.6,62.0,70.9,60.0,180.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,0.21,19.40,10.51,122.92,285896.08
1141,Hirundapus_cochinchinensis,Apodidae,Caprimulgiformes,AVIBASE-E4875B29,5,2,3,0,4,11.8,6.3,5.6,3.8,16.3,183.2,124.0,58.0,68.1,52.4,83.8,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Aerial,18.16,28.61,25.16,98.59,236469.43
1142,Hirundapus_giganteus,Apodidae,Caprimulgiformes,AVIBASE-468C27AD,7,1,2,4,6,10.1,7.0,5.6,4.1,17.8,203.1,130.4,73.1,64.1,61.7,127.0,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Aerial,-8.85,27.36,7.87,102.56,2715789.43
1147,Hydrochous_gigas,Apodidae,Caprimulgiformes,AVIBASE-18E79DA7,1,0,1,0,1,7.4,3.9,3.1,3.3,13.5,146.0,101.3,44.7,69.4,58.2,35.8,Dunning,NA,NO,NA,NA,Riverine,1,1,Carnivore,Invertivore,Aerial,-7.39,6.34,1.43,101.07,97277.30
1119,Mearnsia_novaeguineae,Apodidae,Caprimulgiformes,AVIBASE-BC8996E2,4,2,2,0,4,6.7,3.0,2.4,2.2,10.7,130.0,90.0,40.0,69.2,29.8,32.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-10.76,-1.47,-5.85,141.28,480409.55
1118,Mearnsia_picina,Apodidae,Caprimulgiformes,AVIBASE-5B67443F,2,0,2,0,0,6.7,3.0,2.9,3.2,12.6,161.5,115.6,46.0,71.4,26.1,42.5,Dunning,NA,YES,Beak_Culmen;_Beak_Nares,Mearnsia_novaeguineae,Forest,1,1,Carnivore,Invertivore,Aerial,5.56,12.59,8.44,124.67,112656.13
1128,Neafrapus_boehmi,Apodidae,Caprimulgiformes,AVIBASE-0D52DFC7,4,2,2,0,4,6.2,2.6,1.9,1.6,9.0,119.8,77.2,42.5,64.5,21.5,14.4,Dunning,NA,NO,NA,NA,Woodland,1,2,Carnivore,Invertivore,Aerial,-24.88,0.27,-11.94,32.31,1674288.30
1127,Neafrapus_cassini,Apodidae,Caprimulgiformes,AVIBASE-4CB38AE8,5,3,2,0,4,8.7,4.0,2.6,2.5,13.7,156.0,108.2,45.2,70.5,25.2,40.0,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Aerial,-5.90,8.77,1.74,15.32,2065483.42
1179,Panyptila_cayennensis,Apodidae,Caprimulgiformes,AVIBASE-9E39F33E,9,1,2,6,5,8.2,3.8,3.0,2.1,7.8,118.8,81.2,37.3,68.5,52.4,21.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-26.82,18.89,-2.79,-63.47,8548025.44
1178,Panyptila_sanctihieronymi,Apodidae,Caprimulgiformes,AVIBASE-88679F12,4,2,0,2,4,11.3,4.8,3.8,3.1,7.9,184.2,133.7,50.5,72.6,83.8,48.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,12.67,22.46,17.25,-96.97,366914.50
1125,Rhaphidura_leucopygialis,Apodidae,Caprimulgiformes,AVIBASE-737C55FF,5,2,2,1,4,7.4,3.4,2.7,2.0,10.4,116.2,77.7,38.5,66.8,38.2,13.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-8.78,12.30,-0.20,108.29,1203937.95
1126,Rhaphidura_sabini,Apodidae,Caprimulgiformes,AVIBASE-1E12D857,5,2,3,0,4,6.2,2.6,2.1,2.2,11.4,123.4,82.8,41.0,66.8,38.0,16.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-6.45,9.58,2.57,12.17,1774423.81
1171,Schoutedenapus_myoptilus,Apodidae,Caprimulgiformes,AVIBASE-8439A6E7,19,9,10,0,4,9.1,3.0,2.6,2.1,10.7,129.7,94.5,41.2,69.6,68.8,23.5,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Aerial,-20.13,6.39,-1.69,32.38,384804.79
1116,Streptoprocne_biscutata,Apodidae,Caprimulgiformes,AVIBASE-5267D127,6,2,4,0,4,12.8,6.4,5.0,3.9,21.5,192.2,125.0,67.1,64.8,68.1,95.8,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Aerial,-30.92,-9.40,-19.94,-45.80,1314750.58
1114,Streptoprocne_phelpsi,Apodidae,Caprimulgiformes,AVIBASE-152D907A,1,0,1,0,1,7.3,3.6,2.5,1.9,14.0,125.0,92.2,32.8,73.8,58.0,21.8,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Aerial,-0.35,6.14,3.62,-64.24,255999.37
1113,Streptoprocne_rutila,Apodidae,Caprimulgiformes,AVIBASE-50222B1F,5,0,3,2,4,7.1,3.0,3.7,2.0,12.0,130.0,93.2,38.1,71.0,44.5,20.2,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Aerial,-17.92,25.81,7.17,-85.11,1392664.20
1117,Streptoprocne_semicollaris,Apodidae,Caprimulgiformes,AVIBASE-6CDEB3D1,3,0,1,2,2,16.5,7.4,5.8,4.2,28.4,222.0,154.2,67.8,69.5,72.7,175.0,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Aerial,16.95,27.61,21.39,-102.72,324675.19
1115,Streptoprocne_zonaris,Apodidae,Caprimulgiformes,AVIBASE-88D7E68D,5,2,3,0,4,14.4,7.7,5.3,4.0,22.4,212.5,139.6,73.0,65.7,67.2,86.8,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Aerial,-51.75,23.88,-7.35,-64.90,8315095.89
1176,Tachornis_furcata,Apodidae,Caprimulgiformes,AVIBASE-F986369F,1,0,1,0,1,4.5,2.5,2.1,1.8,4.6,89.0,32.1,56.9,36.1,49.0,6.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,8.02,11.00,9.32,-72.19,32700.66
1175,Tachornis_phoenicobia,Apodidae,Caprimulgiformes,AVIBASE-C2077AD8,4,2,2,0,3,5.4,2.1,1.4,1.4,7.3,101.8,73.2,28.5,72.0,39.8,10.2,Dunning,NA,NO,NA,NA,Grassland,1,1,Carnivore,Invertivore,Aerial,17.54,23.19,20.39,-75.98,194217.83
1177,Tachornis_squamata,Apodidae,Caprimulgiformes,AVIBASE-F0D08AFF,13,5,5,3,8,6.1,3.0,2.8,2.1,7.7,103.7,69.1,34.7,66.5,67.3,11.0,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Aerial,-22.20,11.39,-5.42,-59.40,9486321.14
1184,Tachymarptis_aequatorialis,Apodidae,Caprimulgiformes,AVIBASE-91429F78,5,2,3,0,4,14.7,5.2,4.3,3.1,16.4,207.4,149.0,58.2,71.9,90.2,92.8,Dunning,NA,NO,NA,NA,Shrubland,1,2,Carnivore,Invertivore,Aerial,-21.27,16.99,-5.59,32.76,1399846.87
1183,Tachymarptis_melba,Apodidae,Caprimulgiformes,AVIBASE-FA1CAD29,12,5,7,0,4,12.7,5.8,4.5,3.2,15.4,219.3,159.0,60.4,72.5,86.2,100.4,Dunning,NA,NO,NA,NA,Rock,1,3,Carnivore,Invertivore,Aerial,-33.62,48.10,21.34,40.29,7307949.41
1124,Telacanthura_melanopygia,Apodidae,Caprimulgiformes,AVIBASE-4B79BD9A,3,2,1,0,2,10.4,3.8,2.9,2.6,16.1,162.0,112.0,51.0,68.8,49.0,52.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-0.79,7.99,3.95,6.46,586085.53
1123,Telacanthura_ussheri,Apodidae,Caprimulgiformes,AVIBASE-8ACC245F,5,2,3,0,4,8.5,3.6,2.9,2.3,12.9,145.6,103.0,41.8,71.1,37.0,32.6,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Aerial,-26.87,15.93,-0.67,16.92,5188546.00
1120,Zoonavena_grandidieri,Apodidae,Caprimulgiformes,AVIBASE-B0A0EA81,4,2,2,0,4,4.7,2.4,1.5,1.7,9.9,124.5,85.5,39.0,68.7,42.2,8.0,Inferred,NA,YES,Body_Mass,Zoonavena_thomensis,Forest,1,1,Carnivore,Invertivore,Aerial,-25.61,-11.36,-19.37,46.69,592268.37
1122,Zoonavena_sylvatica,Apodidae,Caprimulgiformes,AVIBASE-A24E5001,5,2,3,0,4,4.7,2.0,1.8,1.5,10.8,110.6,76.8,34.2,69.2,30.4,16.0,Inferred,NA,YES,Body_Mass,Rhaphidura_sabini,Forest,1,1,Carnivore,Invertivore,Aerial,8.77,31.06,22.96,81.81,735766.35
1121,Zoonavena_thomensis,Apodidae,Caprimulgiformes,AVIBASE-66F1256F,4,1,2,1,4,4.8,2.4,1.6,1.7,8.9,109.5,74.2,35.2,67.8,40.2,8.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-0.01,1.70,0.45,6.73,1008.51
1041,Antrostomus_arizonae,Caprimulgidae,Caprimulgiformes,AVIBASE-CED2468C,7,4,3,0,6,22.1,7.7,4.4,3.0,16.8,159.3,76.9,82.4,48.3,111.9,53.3,DataFromSplit,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Generalist,13.77,36.54,25.30,-103.96,1013761.04
1046,Antrostomus_badius,Caprimulgidae,Caprimulgiformes,AVIBASE-0D4BB435,2,1,1,0,2,25.6,7.9,5.7,3.5,16.8,163.0,74.0,89.0,45.4,115.0,59.8,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Aerial,18.19,21.62,19.98,-88.89,110731.66
1048,Antrostomus_carolinensis,Caprimulgidae,Caprimulgiformes,AVIBASE-8D3E8871,6,1,4,1,4,15.2,7.5,6.2,4.0,17.5,207.7,106.2,100.1,51.5,141.1,109.0,Dunning,NA,NO,NA,NA,Woodland,2,3,Carnivore,Invertivore,Aerial,24.95,42.41,33.91,-88.60,1808676.44
1050,Antrostomus_cubanensis,Caprimulgidae,Caprimulgiformes,AVIBASE-A89EA38B,4,0,3,1,4,25.8,10.1,7.2,4.3,17.3,175.0,81.9,93.1,47.0,128.2,63.5,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Aerial,19.83,23.19,21.61,-79.01,109234.54
1051,Antrostomus_ekmani,Caprimulgidae,Caprimulgiformes,AVIBASE-592DBE50,1,1,0,0,1,24.1,8.8,5.4,4.6,16.1,172.3,78.6,93.7,45.6,134.9,64.0,Updated_literature,Dunning_(2021),NO,NA,NA,NA,2,1,Carnivore,Invertivore,Aerial,17.87,19.40,18.76,-70.64,14481.86
1042,Antrostomus_noctitherus,Caprimulgidae,Caprimulgiformes,AVIBASE-56DB04E7,2,0,2,0,2,17.0,6.8,4.0,2.9,16.6,132.5,57.2,75.3,43.2,125.5,36.1,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Generalist,17.94,18.19,18.03,-66.67,291.94
1044,Antrostomus_ridgwayi,Caprimulgidae,Caprimulgiformes,AVIBASE-C0F335B7,4,2,1,1,3,20.5,7.6,5.2,3.4,16.8,150.2,70.4,79.8,46.9,120.0,48.0,Dunning,NA,NO,NA,NA,Rock,3,1,Carnivore,Invertivore,Generalist,12.25,33.44,22.92,-103.59,631238.26
1049,Antrostomus_rufus,Caprimulgidae,Caprimulgiformes,AVIBASE-F331D204,4,0,3,1,3,26.3,10.1,6.0,3.8,18.4,169.0,77.8,91.2,46.1,116.2,94.2,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Generalist,-31.62,14.10,-14.51,-52.02,5391690.94
1045,Antrostomus_salvini,Caprimulgidae,Caprimulgiformes,AVIBASE-100B2E32,4,1,2,1,4,22.0,7.6,5.8,3.5,15.4,169.0,75.4,93.6,44.6,120.8,56.0,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,19.92,26.78,23.56,-98.74,115696.33
1043,Antrostomus_saturatus,Caprimulgidae,Caprimulgiformes,AVIBASE-67D59645,4,2,2,0,4,16.0,5.7,3.8,3.1,16.0,144.5,68.9,75.6,47.8,109.2,52.0,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,8.76,10.40,9.50,-83.47,5381.48
1047,Antrostomus_sericocaudatus,Caprimulgidae,Caprimulgiformes,AVIBASE-2FEC9A38,4,1,3,0,3,23.0,8.5,6.0,3.3,17.6,160.7,79.7,81.0,49.6,122.7,83.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-27.83,-2.35,-18.70,-56.34,1167113.56
1040,Antrostomus_vociferus,Caprimulgidae,Caprimulgiformes,AVIBASE-1A09655B,5,1,1,3,4,16.1,6.7,3.8,2.7,15.1,154.4,72.3,84.4,46.1,114.2,53.3,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Generalist,31.65,54.53,42.29,-86.20,3403564.97
1059,Caprimulgus_aegyptius,Caprimulgidae,Caprimulgiformes,AVIBASE-2F7F0244,4,2,2,0,4,18.3,7.2,6.2,3.1,20.8,200.8,101.6,99.2,50.6,118.8,77.3,Dunning,NA,NO,NA,NA,Desert,3,3,Carnivore,Invertivore,Aerial,22.33,47.64,36.18,43.65,2808450.27
1081,Caprimulgus_affinis,Caprimulgidae,Caprimulgiformes,AVIBASE-014F2462,5,2,3,0,4,20.6,7.3,5.3,3.0,17.8,159.6,70.6,85.2,45.3,94.4,58.7,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Invertivore,Aerial,-10.94,34.89,17.18,94.41,4956065.32
1067,Caprimulgus_andamanicus,Caprimulgidae,Caprimulgiformes,AVIBASE-74E9F29B,4,3,1,0,4,19.6,6.5,4.2,3.4,16.0,182.2,83.9,98.4,46.0,120.0,66.2,DataFromSplit,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Generalist,6.75,13.57,11.20,92.97,6735.83
1075,Caprimulgus_asiaticus,Caprimulgidae,Caprimulgiformes,AVIBASE-65D4C83B,5,3,1,1,4,12.8,5.4,3.6,2.4,21.1,147.4,66.8,79.0,45.8,102.8,42.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Aerial,5.92,33.30,20.73,83.77,4043903.95
1064,Caprimulgus_atripennis,Caprimulgidae,Caprimulgiformes,AVIBASE-FAFED39C,4,2,2,0,4,19.9,7.7,5.6,3.8,17.6,184.2,86.0,98.2,46.7,132.2,61.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,5.92,22.98,14.86,80.45,487705.09
1084,Caprimulgus_batesi,Caprimulgidae,Caprimulgiformes,AVIBASE-CCA7AB2D,4,2,2,0,4,20.1,6.2,4.6,3.2,18.2,185.5,83.8,101.8,45.1,144.5,100.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-5.44,4.73,-0.81,19.95,1859436.15
1069,Caprimulgus_celebensis,Caprimulgidae,Caprimulgiformes,AVIBASE-4C81CF34,1,0,1,0,1,20.0,9.5,6.9,4.3,24.2,187.0,85.7,101.3,45.8,138.0,57.5,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-5.70,1.76,-0.29,123.16,26078.50
1061,Caprimulgus_centralasicus,Caprimulgidae,Caprimulgiformes,AVIBASE-0BC7890E,1,1,0,0,1,15.3,7.0,4.7,2.6,15.2,156.0,61.0,95.0,39.1,106.0,57.5,EltonTraits_GenAvg,NA,NO,NA,NA,Shrubland,2,NA,Carnivore,Invertivore,Aerial,NA,NA,NA,NA,NA
1086,Caprimulgus_clarus,Caprimulgidae,Caprimulgiformes,AVIBASE-54494BCE,4,2,2,0,4,17.3,5.4,4.1,2.8,19.2,147.8,69.1,78.7,46.8,115.2,42.5,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Aerial,-7.06,12.16,3.35,39.28,1225629.63
1085,Caprimulgus_climacurus,Caprimulgidae,Caprimulgiformes,AVIBASE-A20EA34D,4,2,2,0,4,16.1,5.2,4.0,2.4,17.9,143.2,70.4,72.8,49.2,213.8,45.8,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Aerial,0.47,19.72,10.09,11.27,7239636.45
1070,Caprimulgus_concretus,Caprimulgidae,Caprimulgiformes,AVIBASE-CD7EFBB3,4,2,2,0,4,22.9,7.4,4.9,3.4,11.9,164.0,77.6,86.4,47.3,92.5,57.5,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-5.95,7.04,0.20,108.64,976183.03
1072,Caprimulgus_donaldsoni,Caprimulgidae,Caprimulgiformes,AVIBASE-D1D9B619,4,2,2,0,4,17.8,6.9,4.4,2.7,18.6,130.2,57.3,73.0,44.0,99.0,29.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Aerial,-4.60,10.19,2.58,40.85,751577.81
1056,Caprimulgus_europaeus,Caprimulgidae,Caprimulgiformes,AVIBASE-D6485237,9,4,5,0,4,20.2,7.3,4.5,3.1,17.3,183.2,103.3,90.2,53.4,130.6,67.0,Dunning,NA,NO,NA,NA,Shrubland,2,3,Carnivore,Invertivore,Aerial,25.00,64.46,47.43,55.71,19002486.05
1063,Caprimulgus_eximius,Caprimulgidae,Caprimulgiformes,AVIBASE-589694DD,4,2,2,0,4,18.6,7.3,6.0,3.2,23.4,181.8,82.5,99.3,45.3,113.0,66.3,Dunning,NA,NO,NA,NA,Desert,3,2,Carnivore,Invertivore,Aerial,10.59,18.81,14.60,12.84,1981466.64
1087,Caprimulgus_fossii,Caprimulgidae,Caprimulgiformes,AVIBASE-4FD242D0,4,2,2,0,4,16.7,4.9,3.8,2.7,19.0,155.0,70.2,84.8,45.4,109.0,58.3,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Aerial,-30.20,0.82,-12.60,26.49,5155775.73
1057,Caprimulgus_fraenatus,Caprimulgidae,Caprimulgiformes,AVIBASE-E93A0F33,4,2,2,0,4,18.5,6.0,4.3,2.8,18.9,162.0,74.6,87.4,46.0,109.0,59.7,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Aerial,-4.55,15.62,1.30,37.34,543293.67
1053,Caprimulgus_indicus,Caprimulgidae,Caprimulgiformes,AVIBASE-5FF16559,4,2,2,0,4,21.0,7.2,4.7,2.9,15.8,181.8,89.7,92.0,49.4,116.2,91.6,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Generalist,6.03,31.66,21.11,78.58,1651666.55
1079,Caprimulgus_inornatus,Caprimulgidae,Caprimulgiformes,AVIBASE-7C3959D6,4,2,2,0,4,18.4,6.2,4.2,2.5,17.1,153.2,74.8,78.4,48.8,108.5,50.3,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Generalist,3.36,21.55,13.11,20.38,3310936.50
1054,Caprimulgus_jotaka,Caprimulgidae,Caprimulgiformes,AVIBASE-7A2734EB,14,7,7,0,4,22.1,8.2,5.1,3.4,13.0,203.4,102.0,98.8,50.8,130.6,91.6,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Generalist,13.33,55.67,37.35,114.72,7938346.12
1088,Caprimulgus_longipennis,Caprimulgidae,Caprimulgiformes,AVIBASE-D36F4D98,5,2,3,0,4,16.3,5.6,4.1,2.8,20.1,173.2,83.7,88.8,48.3,102.2,48.0,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Invertivore,Aerial,1.23,15.40,8.37,6.14,3883244.30
1065,Caprimulgus_macrurus,Caprimulgidae,Caprimulgiformes,AVIBASE-04DDADF0,4,2,2,0,4,22.3,7.7,5.1,3.2,13.0,179.2,84.5,94.7,47.1,124.8,66.2,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Generalist,-26.70,34.19,7.52,110.90,5755294.28
1076,Caprimulgus_madagascariensis,Caprimulgidae,Caprimulgiformes,AVIBASE-0F8EB10D,4,2,2,0,4,12.6,5.7,4.3,2.6,15.5,152.0,74.5,77.5,49.0,104.0,41.1,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Aerial,-25.61,-9.34,-19.38,46.70,591293.27
1060,Caprimulgus_mahrattensis,Caprimulgidae,Caprimulgiformes,AVIBASE-C727BD31,5,3,2,0,4,15.5,5.8,3.9,2.8,20.3,169.4,78.5,90.5,46.4,104.4,57.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Aerial,23.17,35.28,28.83,67.09,1082828.68
1068,Caprimulgus_manillensis,Caprimulgidae,Caprimulgiformes,AVIBASE-9D246A37,4,2,2,0,4,18.8,7.6,5.9,3.0,16.2,170.2,82.0,88.2,48.1,120.0,70.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,5.56,18.65,11.85,123.09,269038.47
1066,Caprimulgus_meesi,Caprimulgidae,Caprimulgiformes,AVIBASE-9ECE1498,1,0,1,0,1,20.2,6.3,3.8,3.0,14.9,168.1,67.4,100.7,40.1,119.7,66.2,Dunning,NA,NO,NA,NA,NA,2,NA,Carnivore,Invertivore,Aerial,-10.32,-8.07,-8.98,121.20,29495.98
1077,Caprimulgus_natalensis,Caprimulgidae,Caprimulgiformes,AVIBASE-52E6406E,4,1,2,1,4,16.3,6.4,5.0,3.4,21.0,153.2,65.9,87.4,42.7,104.0,77.7,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Aerial,-30.76,16.18,-5.81,22.70,2207800.39
1062,Caprimulgus_nubicus,Caprimulgidae,Caprimulgiformes,AVIBASE-626D56E4,5,3,2,0,4,19.4,7.0,6.1,2.9,19.9,148.0,63.6,85.7,42.7,105.0,49.3,Dunning,NA,NO,NA,NA,Shrubland,2,2,Carnivore,Invertivore,Aerial,-3.99,31.59,6.64,42.53,654647.83
1073,Caprimulgus_pectoralis,Caprimulgidae,Caprimulgiformes,AVIBASE-7E3578A2,13,4,9,0,11,19.0,7.2,4.8,3.2,17.8,159.3,65.5,93.9,41.2,117.7,51.4,Dunning,NA,NO,NA,NA,Woodland,2,2,Carnivore,Invertivore,Generalist,-34.84,12.95,-11.86,26.28,5725005.93
