Sequence,animal,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
1055,Caprimulgus_phalaena,Caprimulgidae,Caprimulgiformes,AVIBASE-625076EF,11,4,7,0,0,20.3,7.2,4.7,2.9,15.8,161.4,89.7,92.0,49.4,122.1,91.6,DataFromSplit,NA,YES,Beak_Nares;_Beak_Width;_Beak_Depth;_Tarsus_Length;_Kipp's_Distance;_Secondary1;_Hand-Wing_Index,Caprimulgus_indicus,Forest,2,1,Carnivore,Invertivore,Generalist,7.33,7.73,7.50,134.57,374.96
1074,Caprimulgus_poliocephalus,Caprimulgidae,Caprimulgiformes,AVIBASE-FB96690D,8,4,4,0,8,15.8,7.1,4.3,2.6,16.8,155.6,69.9,85.8,44.9,112.9,41.8,Dunning,NA,NO,NA,NA,Forest,2,2,Carnivore,Invertivore,Aerial,-13.30,21.45,4.98,36.52,807034.95
1083,Caprimulgus_prigoginei,Caprimulgidae,Caprimulgiformes,AVIBASE-4B58353A,1,1,0,0,1,20.6,6.0,5.2,4.3,12.6,161.0,69.5,91.5,43.2,94.5,57.5,EltonTraits_GenAvg,NA,NO,NA,NA,NA,1,1,Carnivore,Invertivore,Aerial,-3.89,-3.30,-3.58,28.71,2164.65
1071,Caprimulgus_pulchellus,Caprimulgidae,Caprimulgiformes,AVIBASE-C5E09D25,1,1,0,0,0,13.5,7.4,4.9,3.3,14.3,154.0,55.2,98.8,35.8,87.0,57.5,EltonTraits_GenAvg,NA,YES,Beak_Nares;_Beak_Width,Caprimulgus_concretus,Forest,1,1,Carnivore,Invertivore,Aerial,-7.98,-0.85,-4.66,104.87,28657.44
1052,Caprimulgus_ruficollis,Caprimulgidae,Caprimulgiformes,AVIBASE-6CC3D04B,4,2,2,0,4,23.7,7.4,5.0,3.0,20.4,198.2,107.0,91.3,54.0,147.8,68.5,Dunning,NA,NO,NA,NA,Forest,2,3,Carnivore,Invertivore,Aerial,29.43,42.51,36.13,-1.63,791038.80
1058,Caprimulgus_rufigena,Caprimulgidae,Caprimulgiformes,AVIBASE-05E2FB2A,4,2,2,0,4,18.0,15.9,4.1,2.6,17.1,160.5,74.2,86.2,46.3,114.2,52.0,Dunning,NA,NO,NA,NA,Woodland,3,3,Carnivore,Invertivore,Aerial,-34.44,-8.85,-21.87,22.85,3068121.47
1078,Caprimulgus_solala,Caprimulgidae,Caprimulgiformes,AVIBASE-4535D9AB,1,0,0,1,0,22.4,6.9,5.0,3.0,20.2,185.0,89.1,95.9,48.2,114.8,79.0,Inferred,NA,YES,Beak_Culmen;_Beak_Nares;_Beak_Width;_Beak_Depth;_Tarsus_Length;_Tail_Length;_Body_Mass,Caprimulgus_tristigma,Grassland,3,NA,Carnivore,Invertivore,Aerial,5.89,6.04,5.96,37.69,200.04
1080,Caprimulgus_stellatus,Caprimulgidae,Caprimulgiformes,AVIBASE-CE884D49,5,3,2,0,5,12.3,6.4,4.2,2.7,16.6,154.6,63.1,91.5,40.8,93.6,58.2,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Aerial,2.29,10.35,5.56,37.60,123669.26
1082,Caprimulgus_tristigma,Caprimulgidae,Caprimulgiformes,AVIBASE-E3C780D6,4,2,2,0,4,22.4,6.9,5.0,3.0,20.2,171.8,85.5,86.3,49.8,114.8,79.0,Dunning,NA,NO,NA,NA,Rock,3,1,Carnivore,Invertivore,Aerial,-35.44,15.38,-7.06,21.08,4557630.15
1089,Caprimulgus_vexillarius,Caprimulgidae,Caprimulgiformes,AVIBASE-A526534E,5,2,3,0,4,16.9,5.6,4.3,3.0,22.8,207.2,82.6,124.6,39.8,127.4,72.2,Dunning,NA,NO,NA,NA,Woodland,3,2,Carnivore,Invertivore,Aerial,-24.72,-4.59,-12.63,27.00,3406683.13
1007,Chordeiles_acutipennis,Caprimulgidae,Caprimulgiformes,AVIBASE-9690689D,7,1,4,2,4,8.5,4.2,3.5,2.4,11.7,164.8,92.5,75.0,55.1,100.6,48.4,Dunning,NA,NO,NA,NA,Shrubland,2,2,Carnivore,Invertivore,Aerial,-24.87,40.60,3.21,-69.01,10568175.91
1006,Chordeiles_gundlachii,Caprimulgidae,Caprimulgiformes,AVIBASE-E025D440,5,1,4,0,4,10.3,3.9,3.3,2.6,12.4,171.2,104.0,66.5,61.0,91.2,50.0,Dunning,NA,NO,NA,NA,Shrubland,2,3,Carnivore,Invertivore,Aerial,15.83,27.23,20.54,-75.54,223517.09
1005,Chordeiles_minor,Caprimulgidae,Caprimulgiformes,AVIBASE-24E39ACD,10,4,2,4,4,12.7,6.1,3.3,2.7,16.7,192.8,118.7,76.6,60.7,104.0,79.3,Dunning,NA,NO,NA,NA,Grassland,3,3,Carnivore,Invertivore,Aerial,7.21,65.40,45.23,-100.42,13037233.58
1003,Chordeiles_nacunda,Caprimulgidae,Caprimulgiformes,AVIBASE-6E297C5B,5,1,3,1,4,19.7,8.9,5.4,4.0,23.8,238.2,113.4,123.6,47.9,123.6,159.0,Dunning,NA,NO,NA,NA,Grassland,2,1,Carnivore,Invertivore,Aerial,-35.22,12.46,-9.61,-56.52,12270759.10
1004,Chordeiles_pusillus,Caprimulgidae,Caprimulgiformes,AVIBASE-897A81B0,9,3,6,0,3,8.7,3.4,1.8,2.4,10.3,125.2,51.1,73.4,41.1,68.4,30.6,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Invertivore,Aerial,-30.80,9.86,-9.13,-51.65,3938258.52
1008,Chordeiles_rupestris,Caprimulgidae,Caprimulgiformes,AVIBASE-18D14B20,4,2,2,0,4,12.7,5.0,3.9,3.1,12.8,164.5,90.3,74.2,54.8,88.2,52.3,Updated_literature,Dunning_(2021),NO,NA,NA,Riverine,2,2,Carnivore,Invertivore,Aerial,-17.02,5.51,-3.20,-68.83,1639560.09
1020,Eleothreptus_anomalus,Caprimulgidae,Caprimulgiformes,AVIBASE-3B0F1017,4,3,1,0,4,20.0,6.3,5.0,2.7,18.9,129.2,51.8,77.5,40.0,71.5,43.7,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Aerial,-34.82,-15.17,-25.06,-54.99,2166801.06
1021,Eleothreptus_candicans,Caprimulgidae,Caprimulgiformes,AVIBASE-A3E1E0AC,4,2,2,0,0,20.0,6.4,4.3,3.1,19.9,151.0,51.8,77.5,40.0,103.8,49.3,Dunning,NA,YES,Beak_Culmen;_Kipp's_Distance;_Secondary1;_Hand-Wing_Index,Eleothreptus_anomalus,Grassland,3,1,Carnivore,Invertivore,Aerial,-24.24,-14.50,-18.41,-53.04,6633.39
998,Eurostopodus_archboldi,Caprimulgidae,Caprimulgiformes,AVIBASE-DC4C9385,3,2,1,0,3,15.6,6.7,3.2,2.8,12.3,205.0,110.0,95.0,53.7,146.0,77.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-9.86,-1.09,-5.21,141.55,74591.66
993,Eurostopodus_argus,Caprimulgidae,Caprimulgiformes,AVIBASE-28BD3EB7,5,2,3,0,4,16.5,7.1,3.9,3.4,19.7,213.4,110.2,104.2,51.4,149.8,93.4,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Aerial,-38.62,-10.02,-25.19,132.98,7005397.64
997,Eurostopodus_diabolicus,Caprimulgidae,Caprimulgiformes,AVIBASE-955A3BD9,1,1,0,0,1,23.1,8.8,5.8,4.4,13.5,199.5,89.0,110.4,44.6,130.5,104.4,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-1.75,1.46,-0.95,120.70,2929.59
996,Eurostopodus_exul,Caprimulgidae,Caprimulgiformes,AVIBASE-EB1EC6B4,1,1,0,0,0,18.3,7.2,5.0,3.6,20.2,182.0,136.2,116.0,54.0,142.0,77.0,Updated_literature,Dunning_(2021),YES,Beak_Culmen;_Beak_Nares;_Beak_Width;_Beak_Depth;_Tarsus_Length;_Kipp's_Distance;_Secondary1;_Hand-Wing_Index,Eurostopodus_mystacalis,Forest,2,1,Carnivore,Invertivore,Aerial,NA,NA,NA,NA,NA
994,Eurostopodus_mystacalis,Caprimulgidae,Caprimulgiformes,AVIBASE-8A6C3156,4,1,1,2,4,18.3,7.2,5.0,3.6,20.2,252.2,136.2,116.0,54.0,161.8,134.5,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Aerial,-39.00,-14.05,-27.20,148.81,989476.88
995,Eurostopodus_nigripennis,Caprimulgidae,Caprimulgiformes,AVIBASE-8C0F37FF,4,2,2,0,3,21.0,9.2,5.8,4.1,16.3,215.9,106.3,109.7,49.2,133.9,134.5,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Aerial,-9.95,-5.01,-7.70,157.50,24043.14
999,Eurostopodus_papuensis,Caprimulgidae,Caprimulgiformes,AVIBASE-F84FF9EF,4,3,1,0,1,14.8,8.6,4.5,3.0,17.6,189.5,85.8,103.7,45.3,131.5,80.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-10.73,-0.34,-5.13,139.93,502860.66
1002,Gactornis_enarratus,Caprimulgidae,Caprimulgiformes,AVIBASE-D0AA9105,4,2,2,0,4,18.0,6.2,4.4,2.9,19.8,147.5,63.7,83.8,43.2,103.8,52.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-25.19,-11.95,-18.45,48.24,226375.93
1030,Hydropsalis_cayennensis,Caprimulgidae,Caprimulgiformes,AVIBASE-663835A6,5,1,1,3,4,17.5,5.8,4.5,2.7,16.5,136.4,67.0,68.6,49.4,102.3,35.5,Dunning,NA,NO,NA,NA,Grassland,3,2,Carnivore,Invertivore,Generalist,-0.05,14.88,6.88,-65.66,1530293.86
1028,Hydropsalis_climacocerca,Caprimulgidae,Caprimulgiformes,AVIBASE-27032D18,4,2,2,0,4,18.6,8.3,5.4,3.4,15.0,149.5,76.9,72.6,51.5,144.3,46.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Generalist,-17.41,7.45,-4.55,-63.40,5856089.27
1031,Hydropsalis_maculicaudus,Caprimulgidae,Caprimulgiformes,AVIBASE-28045DA0,4,3,0,1,4,17.5,7.6,4.0,2.6,13.7,128.8,58.6,70.2,45.5,88.2,30.3,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Insessorial,-26.89,18.87,-11.20,-56.64,3375852.78
1029,Hydropsalis_torquata,Caprimulgidae,Caprimulgiformes,AVIBASE-29AAC222,5,0,4,1,4,21.0,9.9,4.3,3.0,18.1,183.8,91.6,95.6,48.9,337.4,58.5,Dunning,NA,NO,NA,NA,Human_Modified,2,2,Carnivore,Invertivore,Generalist,-39.12,2.44,-18.46,-54.34,7882112.57
1010,Lurocalis_rufiventris,Caprimulgidae,Caprimulgiformes,AVIBASE-FC8265D9,4,1,2,1,3,14.5,6.8,4.4,2.7,11.6,202.8,119.8,83.0,59.1,81.0,128.5,Updated_literature,Dunning_(2021),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-19.68,10.86,-4.58,-73.38,307432.65
1009,Lurocalis_semitorquatus,Caprimulgidae,Caprimulgiformes,AVIBASE-518ADDBC,5,2,3,0,4,15.5,7.6,4.2,3.7,12.7,185.4,105.2,80.0,56.8,83.8,75.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-31.40,17.18,-6.94,-59.88,8957931.23
1000,Lyncornis_macrotis,Caprimulgidae,Caprimulgiformes,AVIBASE-C5E15B31,6,2,3,1,4,16.7,7.1,5.2,3.8,18.1,266.3,141.0,120.0,54.0,176.2,140.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-3.79,28.49,16.45,103.05,1646031.46
1001,Lyncornis_temminckii,Caprimulgidae,Caprimulgiformes,AVIBASE-3DBEFCA5,5,3,2,0,4,21.1,8.2,5.1,3.7,10.7,205.2,106.8,99.2,51.8,124.0,95.9,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Aerial,-5.95,7.36,0.79,108.53,1296744.78
1032,Macropsalis_forcipata,Caprimulgidae,Caprimulgiformes,AVIBASE-9EFE07E9,4,0,1,3,4,20.0,8.6,4.5,3.7,14.9,225.2,121.3,103.9,53.9,658.0,139.0,EltonTraits_Model,NA,NO,NA,NA,Forest,2,2,Carnivore,Invertivore,Generalist,-30.90,-18.04,-24.69,-48.14,517277.53
1018,Nyctidromus_albicollis,Caprimulgidae,Caprimulgiformes,AVIBASE-F2CB69EC,26,8,15,3,8,16.2,7.2,5.0,3.5,22.1,150.9,53.0,95.6,35.8,136.2,57.8,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-31.43,27.65,-5.71,-60.92,13748689.24
1019,Nyctidromus_anthonyi,Caprimulgidae,Caprimulgiformes,AVIBASE-D3D48681,4,2,2,0,4,15.0,6.3,4.7,2.7,15.8,124.0,53.0,71.0,42.6,88.0,35.9,Dunning,NA,NO,NA,NA,Shrubland,2,2,Carnivore,Invertivore,Aerial,-7.16,1.23,-3.67,-80.06,57328.24
1036,Nyctiphrynus_mcleodii,Caprimulgidae,Caprimulgiformes,AVIBASE-4175CC34,4,1,3,0,4,16.7,6.5,4.5,2.8,17.9,120.5,49.3,71.2,41.0,106.5,35.0,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,15.86,30.73,23.15,-104.98,188114.40
1038,Nyctiphrynus_ocellatus,Caprimulgidae,Caprimulgiformes,AVIBASE-F546974F,6,1,2,3,4,14.2,6.6,3.1,2.9,15.6,125.4,44.7,82.6,35.1,111.9,39.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-27.21,15.79,-12.91,-56.42,3398673.41
1035,Nyctiphrynus_rosenbergi,Caprimulgidae,Caprimulgiformes,AVIBASE-A7CDF961,4,2,2,0,3,14.0,6.2,5.4,3.6,17.5,123.8,41.5,82.3,33.4,94.5,52.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,0.01,7.81,3.62,-77.74,57920.21
1037,Nyctiphrynus_yucatanicus,Caprimulgidae,Caprimulgiformes,AVIBASE-AD1A73F6,3,2,0,1,3,15.7,5.8,4.5,3.2,17.9,109.0,37.8,71.2,34.6,100.0,24.5,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,16.70,21.33,19.19,-89.10,145737.26
1014,Nyctipolus_hirundinaceus,Caprimulgidae,Caprimulgiformes,AVIBASE-B0169763,8,2,4,2,3,11.6,5.3,3.7,2.5,14.1,124.2,43.5,80.7,35.0,87.5,32.0,Updated_literature,BoW,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Aerial,-17.96,-4.03,-9.77,-40.28,677679.00
1013,Nyctipolus_nigrescens,Caprimulgidae,Caprimulgiformes,AVIBASE-63F4EDD0,4,1,2,1,4,16.8,7.3,3.9,2.6,13.1,138.0,60.7,77.3,44.0,95.0,35.7,Dunning,NA,NO,NA,NA,Rock,2,1,Carnivore,Invertivore,Aerial,-13.49,7.40,-2.15,-61.26,4123782.88
1011,Nyctiprogne_leucopyga,Caprimulgidae,Caprimulgiformes,AVIBASE-73F8FC01,4,1,2,1,4,10.7,4.3,2.1,2.3,12.5,135.8,67.5,68.3,49.6,86.2,27.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-20.73,10.00,-4.54,-60.51,5244008.15
1012,Nyctiprogne_vielliardi,Caprimulgidae,Caprimulgiformes,AVIBASE-966B3BB3,2,0,2,0,1,7.5,4.3,3.5,2.3,10.1,126.9,56.7,70.2,44.7,86.3,41.0,EltonTraits_Model,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Aerial,-15.74,-10.19,-12.21,-43.17,23178.01
1039,Phalaenoptilus_nuttallii,Caprimulgidae,Caprimulgiformes,AVIBASE-D621FFC6,5,2,3,0,4,13.9,6.2,4.2,2.6,17.2,144.2,62.2,83.2,42.8,85.4,48.3,Dunning,NA,NO,NA,NA,Shrubland,3,2,Carnivore,Invertivore,Generalist,21.41,51.90,37.31,-109.44,4384334.96
1024,Setopagis_heterura,Caprimulgidae,Caprimulgiformes,AVIBASE-056B71D3,4,2,2,0,4,16.1,6.9,4.6,3.1,13.8,138.9,52.0,86.9,37.4,94.4,37.0,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,5.75,12.46,8.19,-69.59,303524.41
1027,Setopagis_maculosa,Caprimulgidae,Caprimulgiformes,AVIBASE-EB7EE121,1,0,1,0,1,18.8,6.5,4.9,1.6,17.7,139.0,61.5,77.5,44.2,131.0,47.0,Inferred,NA,YES,Body_Mass,Setopagis_whitelyi,Forest,2,NA,Carnivore,Invertivore,Aerial,NA,NA,NA,NA,NA
1025,Setopagis_parvula,Caprimulgidae,Caprimulgiformes,AVIBASE-A1EEC8FF,9,2,6,1,4,14.3,7.1,4.6,3.5,13.8,133.2,51.4,81.8,38.5,94.5,37.0,Dunning,NA,NO,NA,NA,Forest,2,2,Carnivore,Invertivore,Aerial,-37.70,10.31,-17.78,-52.59,6789301.91
1026,Setopagis_whitelyi,Caprimulgidae,Caprimulgiformes,AVIBASE-07D22CB7,3,1,2,0,3,17.4,6.0,4.1,2.7,11.9,155.7,72.2,83.5,46.4,99.3,47.0,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Aerial,3.37,6.24,4.76,-62.73,45695.27
1033,Siphonorhis_americana,Caprimulgidae,Caprimulgiformes,AVIBASE-07EC934E,1,0,1,0,1,17.6,8.8,8.2,4.2,21.1,135.0,36.0,99.0,26.7,132.0,37.0,Updated_literature,Dunning_(2021),NO,NA,NA,NA,2,2,Carnivore,Invertivore,Aerial,NA,NA,NA,NA,NA
1034,Siphonorhis_brewsteri,Caprimulgidae,Caprimulgiformes,AVIBASE-5E7F4216,2,1,1,0,2,14.7,6.5,8.3,3.6,23.8,113.5,41.0,72.5,36.1,100.5,37.0,Updated_literature,Dunning_(2021),NO,NA,NA,Woodland,2,2,Carnivore,Invertivore,Aerial,18.41,19.93,19.01,-71.61,18693.16
1016,Systellura_decussata,Caprimulgidae,Caprimulgiformes,AVIBASE-C3D39BB8,4,2,2,0,4,22.3,8.2,4.2,3.4,15.5,133.2,63.7,69.4,47.8,96.7,45.6,DataFromSplit,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-21.80,-7.09,-15.22,-73.61,200883.11
1017,Systellura_longirostris,Caprimulgidae,Caprimulgiformes,AVIBASE-C3040D87,8,4,4,0,4,18.8,7.4,4.9,2.5,16.4,154.9,74.3,79.1,48.5,117.3,45.6,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-55.72,11.15,-30.98,-65.28,4156452.17
1015,Systellura_roraimae,Caprimulgidae,Caprimulgiformes,AVIBASE-B27D63E5,4,1,3,0,4,24.4,9.6,4.9,3.3,15.8,164.3,79.2,85.1,48.2,115.6,45.6,DataFromSplit,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,0.58,6.71,4.57,-64.66,220678.27
1023,Uropsalis_lyra,Caprimulgidae,Caprimulgiformes,AVIBASE-59EE3240,5,0,5,0,3,18.8,6.8,5.0,2.7,18.0,176.0,93.0,82.7,52.9,685.2,71.2,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-24.46,8.97,-5.90,-71.75,231615.96
1022,Uropsalis_segmentata,Caprimulgidae,Caprimulgiformes,AVIBASE-3981B194,5,2,3,0,4,18.2,6.1,4.3,2.5,16.5,163.2,82.9,80.6,50.7,344.4,42.9,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,-17.73,7.15,-6.19,-74.53,221680.80
1090,Veles_binotatus,Caprimulgidae,Caprimulgiformes,AVIBASE-BBC51216,4,2,2,0,4,13.6,6.3,4.3,2.6,10.6,148.8,69.0,79.8,46.4,99.2,63.0,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Aerial,-4.79,8.26,2.71,8.79,701719.54
1103,Hemiprocne_comata,Hemiprocnidae,Caprimulgiformes,AVIBASE-76477B32,8,5,3,0,4,5.7,3.1,2.8,2.0,6.2,128.8,68.8,53.6,56.2,75.0,20.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.95,18.65,2.80,110.36,1482225.39
1101,Hemiprocne_coronata,Hemiprocnidae,Caprimulgiformes,AVIBASE-509C8FD4,4,2,2,0,4,11.9,2.9,2.9,2.0,8.2,152.2,106.3,46.0,69.8,125.0,29.0,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Aerial,5.92,31.10,20.18,90.50,3347103.26
1102,Hemiprocne_longipennis,Hemiprocnidae,Caprimulgiformes,AVIBASE-9B8B422F,5,2,3,0,4,7.1,4.0,3.4,2.4,12.8,167.6,99.6,67.1,59.7,102.0,42.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Aerial,-8.96,13.01,0.16,110.81,1465704.57
1104,Hemiprocne_mystacea,Hemiprocnidae,Caprimulgiformes,AVIBASE-C689BD7E,5,3,2,0,4,14.3,5.3,4.6,2.8,10.1,216.6,150.8,63.2,70.4,174.2,70.1,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Aerial,-11.85,2.65,-5.22,141.33,805813.24
987,Nyctibius_aethereus,Nyctibiidae,Caprimulgiformes,AVIBASE-407292B2,5,1,1,3,4,32.5,11.8,7.4,5.6,10.6,331.8,129.7,211.3,38.0,301.2,440.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-26.80,7.61,-6.53,-61.87,4975131.52
986,Nyctibius_grandis,Nyctibiidae,Caprimulgiformes,AVIBASE-EBEFFDBF,7,1,5,1,4,45.3,16.4,6.7,7.6,16.8,374.1,164.0,211.2,44.0,250.9,547.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-24.61,17.20,-3.90,-62.23,8477906.13
989,Nyctibius_griseus,Nyctibiidae,Caprimulgiformes,AVIBASE-7333ADB3,9,4,2,3,4,28.6,11.9,5.1,6.3,10.4,256.4,111.0,143.0,43.8,181.8,172.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-33.43,13.96,-9.17,-58.43,13806169.86
988,Nyctibius_jamaicensis,Nyctibiidae,Caprimulgiformes,AVIBASE-5F312992,4,1,0,3,4,26.4,10.9,6.1,6.8,16.2,290.0,147.0,143.0,50.7,208.2,266.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,9.55,24.65,18.02,-90.86,782201.43
991,Nyctibius_leucopterus,Nyctibiidae,Caprimulgiformes,AVIBASE-46E2FA49,4,1,3,0,4,19.8,8.3,7.2,3.5,10.4,184.2,81.2,103.0,44.1,123.0,86.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-20.12,9.42,-3.47,-60.96,2909112.33
990,Nyctibius_maculosus,Nyctibiidae,Caprimulgiformes,AVIBASE-29C4EF9C,4,1,3,0,4,24.9,11.1,6.6,5.0,13.3,271.0,128.1,142.9,47.3,195.5,170.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.88,8.49,-4.51,-72.41,117205.57
992,Phyllaemulor_bracteatus,Nyctibiidae,Caprimulgiformes,AVIBASE-0B46DD95,8,0,4,4,4,19.3,5.9,3.6,3.3,7.5,162.6,68.9,94.1,42.3,129.6,51.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.13,9.18,-2.30,-66.60,4459531.71
976,Batrachostomus_auritus,Podargidae,Caprimulgiformes,AVIBASE-9E4E307A,6,0,3,3,5,35.5,27.4,42.8,20.0,21.9,260.5,58.7,201.9,22.5,194.8,206.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.16,8.71,1.00,113.66,565685.32
985,Batrachostomus_cornutus,Podargidae,Caprimulgiformes,AVIBASE-D3AF2371,5,4,1,0,4,23.9,16.3,21.9,11.3,14.5,133.4,26.8,107.0,20.0,117.6,46.3,Inferred,NA,YES,Body_Mass,Batrachostomus_javensis,Forest,1,1,Carnivore,Invertivore,Insessorial,-7.01,7.36,0.61,111.46,860066.39
977,Batrachostomus_harterti,Podargidae,Caprimulgiformes,AVIBASE-F595D563,1,1,0,0,1,27.5,25.2,37.9,15.0,13.3,242.0,66.3,175.7,27.4,158.0,206.0,Inferred,NA,YES,Body_Mass,Batrachostomus_auritus,Forest,1,1,Carnivore,Invertivore,Insessorial,0.00,3.79,1.74,113.94,27500.68
981,Batrachostomus_hodgsoni,Podargidae,Caprimulgiformes,AVIBASE-5CB94E3D,4,2,2,0,4,16.1,10.2,16.0,7.2,16.6,132.8,33.2,99.5,25.0,129.2,51.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,15.33,27.89,22.21,97.88,119417.56
984,Batrachostomus_javensis,Podargidae,Caprimulgiformes,AVIBASE-573AC386,8,4,4,0,8,20.5,13.3,17.8,9.4,12.9,111.0,27.1,83.9,24.5,104.0,46.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-8.45,20.54,4.74,108.55,1413593.97
983,Batrachostomus_mixtus,Podargidae,Caprimulgiformes,AVIBASE-E882E75A,4,3,1,0,1,17.6,12.4,17.2,8.4,14.5,118.2,32.6,85.4,27.6,88.5,46.3,Inferred,NA,YES,Body_Mass,Batrachostomus_javensis,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.55,6.37,2.79,115.31,86540.35
980,Batrachostomus_moniliger,Podargidae,Caprimulgiformes,AVIBASE-8739173E,5,2,3,0,4,20.5,13.7,23.1,9.7,15.7,116.0,25.6,89.1,22.4,100.6,52.4,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Insessorial,6.03,15.50,10.17,77.55,109433.83
982,Batrachostomus_poliolophus,Podargidae,Caprimulgiformes,AVIBASE-5825E595,4,2,2,0,3,19.5,13.9,19.9,8.7,14.2,120.3,25.0,95.3,20.7,92.5,46.3,Inferred,NA,YES,Body_Mass,Batrachostomus_javensis,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.76,5.17,1.28,99.32,93412.75
978,Batrachostomus_septimus,Podargidae,Caprimulgiformes,AVIBASE-360A309E,5,2,3,0,4,25.5,17.8,27.1,13.4,18.6,156.4,37.0,119.7,23.6,107.8,86.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,5.56,18.65,11.84,123.16,251854.35
979,Batrachostomus_stellatus,Podargidae,Caprimulgiformes,AVIBASE-E325D317,5,2,3,0,4,23.3,17.7,27.1,11.6,14.2,118.4,30.1,85.6,26.1,118.8,51.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.95,6.53,0.70,110.93,738170.25
