"AOU" "animal" "ORDER" "Family" "Genus" "Epithet" "animal_jetz"
"460" 7610 "Turdus_migratorius" "Passeriformes" "Turdidae" "Turdus" "migratorius" "Turdus_migratorius"
"461" 7630 "Ixoreus_naevius" "Passeriformes" "Turdidae" "Ixoreus" "naevius" "Zoothera_naevia"
"462" 7040 "Dumetella_carolinensis" "Passeriformes" "Mimidae" "Dumetella" "carolinensis" "Dumetella_carolinensis"
"463" 7070 "Toxostoma_curvirostre" "Passeriformes" "Mimidae" "Toxostoma" "curvirostre" "Toxostoma_curvirostre"
"464" 7050 "Toxostoma_rufum" "Passeriformes" "Mimidae" "Toxostoma" "rufum" "Toxostoma_rufum"
"465" 7060 "Toxostoma_longirostre" "Passeriformes" "Mimidae" "Toxostoma" "longirostre" "Toxostoma_longirostre"
"466" 7080 "Toxostoma_bendirei" "Passeriformes" "Mimidae" "Toxostoma" "bendirei" "Toxostoma_bendirei"
"467" 7100 "Toxostoma_redivivum" "Passeriformes" "Mimidae" "Toxostoma" "redivivum" "Toxostoma_redivivum"
"468" 7110 "Toxostoma_lecontei" "Passeriformes" "Mimidae" "Toxostoma" "lecontei" "Toxostoma_lecontei"
"469" 7120 "Toxostoma_crissale" "Passeriformes" "Mimidae" "Toxostoma" "crissale" "Toxostoma_crissale"
"470" 7020 "Oreoscoptes_montanus" "Passeriformes" "Mimidae" "Oreoscoptes" "montanus" "Oreoscoptes_montanus"
"471" 7030 "Mimus_polyglottos" "Passeriformes" "Mimidae" "Mimus" "polyglottos" "Mimus_polyglottos"
"472" 4930 "Sturnus_vulgaris" "Passeriformes" "Sturnidae" "Sturnus" "vulgaris" "Sturnus_vulgaris"
"473" 6180 "Bombycilla_garrulus" "Passeriformes" "Bombycillidae" "Bombycilla" "garrulus" "Bombycilla_garrulus"
"474" 6190 "Bombycilla_cedrorum" "Passeriformes" "Bombycillidae" "Bombycilla" "cedrorum" "Bombycilla_cedrorum"
"475" 6200 "Phainopepla_nitens" "Passeriformes" "Ptiliogonatidae" "Phainopepla" "nitens" "Phainopepla_nitens"
"476" 6510 "Peucedramus_taeniatus" "Passeriformes" "Peucedramidae" "Peucedramus" "taeniatus" "Peucedramus_taeniatus"
"477" 6882 "Passer_domesticus" "Passeriformes" "Passeridae" "Passer" "domesticus" "Passer_domesticus"
"478" 6883 "Passer_montanus" "Passeriformes" "Passeridae" "Passer" "montanus" "Passer_montanus"
"479" 6960 "Motacilla_tschutschensis" "Passeriformes" "Motacillidae" "Motacilla" "tschutschensis" "Motacilla_flava"
"480" 6970 "Anthus_rubescens" "Passeriformes" "Motacillidae" "Anthus" "rubescens" "Anthus_rubescens"
"481" 7000 "Anthus_spragueii" "Passeriformes" "Motacillidae" "Anthus" "spragueii" "Anthus_spragueii"
"482" 5140 "Hesperiphona_vespertina" "Passeriformes" "Fringillidae" "Coccothraustes" "vespertinus" "Coccothraustes_vespertinus"
"483" 5150 "Pinicola_enucleator" "Passeriformes" "Fringillidae" "Pinicola" "enucleator" "Pinicola_enucleator"
"484" 5190 "Haemorhous_mexicanus" "Passeriformes" "Fringillidae" "Haemorhous" "mexicanus" "Carpodacus_mexicanus"
"485" 5170 "Haemorhous_purpureus" "Passeriformes" "Fringillidae" "Haemorhous" "purpureus" "Carpodacus_purpureus"
"486" 5180 "Haemorhous_cassinii" "Passeriformes" "Fringillidae" "Haemorhous" "cassinii" "Carpodacus_cassinii"
"487" 5195 "Haemorhous_purpureus" "Passeriformes" "Fringillidae" "Carpodacus" "purpureus" "Carpodacus_purpureus"
"488" 5280 "Acanthis_flammea" "Passeriformes" "Fringillidae" "Acanthis" "flammea" "Carduelis_flammea"
"489" 5270 "Carduelis_hornemanni" "Passeriformes" "Fringillidae" "Acanthis" "hornemanni" "Carduelis_hornemanni"
"490" 5275 "Acanthis_flammea" "Passeriformes" "Fringillidae" "Carduelis" "flammea" "Carduelis_flammea"
"491" 5210 "Loxia_curvirostra" "Passeriformes" "Fringillidae" "Loxia" "curvirostra" "Loxia_curvirostra"
"492" 5212 "Loxia_curvirostra" "Passeriformes" "Fringillidae" "Loxia" "sinesciuris" "Loxia_curvirostra"
"493" 5220 "Loxia_leucoptera" "Passeriformes" "Fringillidae" "Loxia" "leucoptera" "Loxia_leucoptera"
"494" 5225 "Loxia_curvirostra" "Passeriformes" "Fringillidae" "Loxia" "curvirostra" "Loxia_curvirostra"
"495" 5261 "Carduelis_carduelis" "Passeriformes" "Fringillidae" "Carduelis" "carduelis" "Carduelis_carduelis"
"496" 5330 "Spinus_pinus" "Passeriformes" "Fringillidae" "Spinus" "pinus" "Carduelis_pinus"
"497" 5300 "Spinus_psaltria" "Passeriformes" "Fringillidae" "Spinus" "psaltria" "Carduelis_psaltria"
"498" 5310 "Spinus_lawrencei" "Passeriformes" "Fringillidae" "Spinus" "lawrencei" "Carduelis_lawrencei"
"499" 5290 "Spinus_tristis" "Passeriformes" "Fringillidae" "Spinus" "tristis" "Carduelis_tristis"
"500" 5360 "Calcarius_lapponicus" "Passeriformes" "Calcariidae" "Calcarius" "lapponicus" "Calcarius_lapponicus"
"501" 5380 "Calcarius_ornatus" "Passeriformes" "Calcariidae" "Calcarius" "ornatus" "Calcarius_ornatus"
"502" 5370 "Calcarius_pictus" "Passeriformes" "Calcariidae" "Calcarius" "pictus" "Calcarius_pictus"
"503" 5390 "Rhynchophanes_mccownii" "Passeriformes" "Calcariidae" "Rhynchophanes" "mccownii" "Calcarius_mccownii"
"504" 5790 "Peucaea_carpalis" "Passeriformes" "Passerellidae" "Peucaea" "carpalis" "Aimophila_carpalis"
"505" 5760 "Peucaea_botterii" "Passeriformes" "Passerellidae" "Peucaea" "botterii" "Aimophila_botterii"
"506" 5780 "Peucaea_cassinii" "Passeriformes" "Passerellidae" "Peucaea" "cassinii" "Aimophila_cassinii"
"507" 5750 "Peucaea_aestivalis" "Passeriformes" "Passerellidae" "Peucaea" "aestivalis" "Aimophila_aestivalis"
"508" 5460 "Ammodramus_savannarum" "Passeriformes" "Passerellidae" "Ammodramus" "savannarum" "Ammodramus_savannarum"
"509" 5860 "Arremonops_rufivirgatus" "Passeriformes" "Passerellidae" "Arremonops" "rufivirgatus" "Arremonops_rufivirgatus"
"510" 5730 "Amphispiza_bilineata" "Passeriformes" "Passerellidae" "Amphispiza" "bilineata" "Amphispiza_bilineata"
"511" 5520 "Chondestes_grammacus" "Passeriformes" "Passerellidae" "Chondestes" "grammacus" "Chondestes_grammacus"
"512" 6050 "Calamospiza_melanocorys" "Passeriformes" "Passerellidae" "Calamospiza" "melanocorys" "Calamospiza_melanocorys"
"513" 5600 "Spizella_passerina" "Passeriformes" "Passerellidae" "Spizella" "passerina" "Spizella_passerina"
"514" 5610 "Spizella_pallida" "Passeriformes" "Passerellidae" "Spizella" "pallida" "Spizella_pallida"
"515" 5650 "Spizella_atrogularis" "Passeriformes" "Passerellidae" "Spizella" "atrogularis" "Spizella_atrogularis"
"516" 5630 "Spizella_pusilla" "Passeriformes" "Passerellidae" "Spizella" "pusilla" "Spizella_pusilla"
"517" 5620 "Spizella_breweri" "Passeriformes" "Passerellidae" "Spizella" "breweri" "Spizella_breweri"
"518" 5850 "Passerella_iliaca" "Passeriformes" "Passerellidae" "Passerella" "iliaca" "Passerella_iliaca"
"519" 5590 "Passerella_arborea" "Passeriformes" "Passerellidae" "Spizelloides" "arborea" "Passerella_iliaca"
"520" 5670 "Junco_hyemalis" "Passeriformes" "Passerellidae" "Junco" "hyemalis" "Junco_hyemalis"
"521" 5671 "Junco_hyemalis" "Passeriformes" "Passerellidae" "Junco" "hyemalis" "Junco_hyemalis"
"522" 5680 "Junco_hyemalis" "Passeriformes" "Passerellidae" "Junco" "hyemalis" "Junco_hyemalis"
"523" 5690 "Junco_hyemalis" "Passeriformes" "Passerellidae" "Junco" "hyemalis" "Junco_hyemalis"
"524" 5677 "Junco_hyemalis" "Passeriformes" "Passerellidae" "Junco" "hyemalis" "Junco_hyemalis"
"525" 5700 "Junco_phaeonotus" "Passeriformes" "Passerellidae" "Junco" "phaeonotus" "Junco_phaeonotus"
"526" 5540 "Zonotrichia_leucophrys" "Passeriformes" "Passerellidae" "Zonotrichia" "leucophrys" "Zonotrichia_leucophrys"
"527" 5570 "Zonotrichia_atricapilla" "Passeriformes" "Passerellidae" "Zonotrichia" "atricapilla" "Zonotrichia_atricapilla"
"528" 5580 "Zonotrichia_albicollis" "Passeriformes" "Passerellidae" "Zonotrichia" "albicollis" "Zonotrichia_albicollis"
"529" 5738 "Artemisiospiza_nevadensis" "Passeriformes" "Passerellidae" "Artemisiospiza" "nevadensis" "Amphispiza_belli"
"530" 5739 "Artemisiospiza_belli" "Passeriformes" "Passerellidae" "Artemisiospiza" "belli" "Amphispiza_belli"
"531" 5740 "Artemisiospiza_nevadensis" "Passeriformes" "Passerellidae" "Artemisiospiza" "nevadensis" "Amphispiza_belli"
"532" 5400 "Pooecetes_gramineus" "Passeriformes" "Passerellidae" "Pooecetes" "gramineus" "Pooecetes_gramineus"
"533" 5480 "Ammospiza_leconteii" "Passeriformes" "Passerellidae" "Ammospiza" "leconteii" "Ammodramus_leconteii"
"534" 5500 "Ammospiza_maritima" "Passeriformes" "Passerellidae" "Ammospiza" "maritima" "Ammodramus_maritimus"
"535" 5491 "Ammospiza_nelsoni" "Passeriformes" "Passerellidae" "Ammospiza" "nelsoni" "Ammodramus_nelsoni"
"536" 5490 "Ammospiza_caudacuta" "Passeriformes" "Passerellidae" "Ammospiza" "caudacuta" "Ammodramus_caudacutus"
"537" 5450 "Passerculus_bairdii" "Passeriformes" "Passerellidae" "Centronyx" "bairdii" "Ammodramus_bairdii"
"538" 5470 "Passerculus_henslowii" "Passeriformes" "Passerellidae" "Centronyx" "henslowii" "Ammodramus_henslowii"
"539" 5420 "Passerculus_sandwichensis" "Passeriformes" "Passerellidae" "Passerculus" "sandwichensis" "Passerculus_sandwichensis"
"540" 5810 "Melospiza_melodia" "Passeriformes" "Passerellidae" "Melospiza" "melodia" "Melospiza_melodia"
"541" 5830 "Melospiza_lincolnii" "Passeriformes" "Passerellidae" "Melospiza" "lincolnii" "Melospiza_lincolnii"
"542" 5840 "Melospiza_georgiana" "Passeriformes" "Passerellidae" "Melospiza" "georgiana" "Melospiza_georgiana"
"543" 5910 "Melozone_fusca" "Passeriformes" "Passerellidae" "Melozone" "fusca" "Pipilo_fuscus"
"544" 5920 "Melozone_aberti" "Passeriformes" "Passerellidae" "Melozone" "aberti" "Pipilo_aberti"
"545" 5911 "Melozone_crissalis" "Passeriformes" "Passerellidae" "Melozone" "crissalis" "Pipilo_crissalis"
"546" 5800 "Aimophila_ruficeps" "Passeriformes" "Passerellidae" "Aimophila" "ruficeps" "Aimophila_ruficeps"
"547" 5900 "Pipilo_chlorurus" "Passeriformes" "Passerellidae" "Pipilo" "chlorurus" "Pipilo_chlorurus"
"548" 5880 "Pipilo_maculatus" "Passeriformes" "Passerellidae" "Pipilo" "maculatus" "Pipilo_maculatus"
"549" 5870 "Pipilo_erythrophthalmus" "Passeriformes" "Passerellidae" "Pipilo" "erythrophthalmus" "Pipilo_erythrophthalmus"
"550" 5871 "Pipilo_maculatus" "Passeriformes" "Passerellidae" "Pipilo" "maculatus" "Pipilo_maculatus"
"551" 6830 "Icteria_virens" "Passeriformes" "Icteriidae" "Icteria" "virens" "Icteria_virens"
"552" 4970 "Xanthocephalus_xanthocephalus" "Passeriformes" "Icteridae" "Xanthocephalus" "xanthocephalus" "Xanthocephalus_xanthocephalus"
"553" 4940 "Dolichonyx_oryzivorus" "Passeriformes" "Icteridae" "Dolichonyx" "oryzivorus" "Dolichonyx_oryzivorus"
"554" 5010 "Sturnella_magna" "Passeriformes" "Icteridae" "Sturnella" "magna" "Sturnella_magna"
"555" 5011 "Sturnella_neglecta" "Passeriformes" "Icteridae" "Sturnella" "neglecta" "Sturnella_neglecta"
"556" 5012 "Sturnella_magna" "Passeriformes" "Icteridae" "Sturnella" "magna" "Sturnella_magna"
"557" 5060 "Icterus_spurius" "Passeriformes" "Icteridae" "Icterus" "spurius" "Icterus_spurius"
"558" 5050 "Icterus_cucullatus" "Passeriformes" "Icteridae" "Icterus" "cucullatus" "Icterus_cucullatus"
"559" 5080 "Icterus_bullockiorum" "Passeriformes" "Icteridae" "Icterus" "bullockii" "Icterus_bullockii"
"560" 5030 "Icterus_graduacauda" "Passeriformes" "Icteridae" "Icterus" "graduacauda" "Icterus_graduacauda"
"561" 5070 "Icterus_galbula" "Passeriformes" "Icteridae" "Icterus" "galbula" "Icterus_galbula"
"562" 5077 "Icterus_bullockiorum" "Passeriformes" "Icteridae" "Icterus" "bullockii" "Icterus_bullockii"
"563" 5040 "Icterus_parisorum" "Passeriformes" "Icteridae" "Icterus" "parisorum" "Icterus_parisorum"
"564" 4980 "Agelaius_phoeniceus" "Passeriformes" "Icteridae" "Agelaius" "phoeniceus" "Agelaius_phoeniceus"
"565" 5000 "Agelaius_tricolor" "Passeriformes" "Icteridae" "Agelaius" "tricolor" "Agelaius_tricolor"
"566" 4960 "Molothrus_aeneus" "Passeriformes" "Icteridae" "Molothrus" "aeneus" "Molothrus_aeneus"
"567" 4950 "Molothrus_ater" "Passeriformes" "Icteridae" "Molothrus" "ater" "Molothrus_ater"
"568" 5090 "Euphagus_carolinus" "Passeriformes" "Icteridae" "Euphagus" "carolinus" "Euphagus_carolinus"
"569" 5100 "Euphagus_cyanocephalus" "Passeriformes" "Icteridae" "Euphagus" "cyanocephalus" "Euphagus_cyanocephalus"
"570" 5110 "Quiscalus_quiscula" "Passeriformes" "Icteridae" "Quiscalus" "quiscula" "Quiscalus_quiscula"
"571" 5130 "Quiscalus_major" "Passeriformes" "Icteridae" "Quiscalus" "major" "Quiscalus_major"
"572" 5120 "Quiscalus_mexicanus" "Passeriformes" "Icteridae" "Quiscalus" "mexicanus" "Quiscalus_mexicanus"
"573" 5135 "Quiscalus_major" "Passeriformes" "Icteridae" "Quiscalus" "major" "Quiscalus_major"
"574" 6740 "Seiurus_aurocapilla" "Passeriformes" "Parulidae" "Seiurus" "aurocapilla" "Seiurus_aurocapilla"
"575" 6390 "Helmitheros_vermivorum" "Passeriformes" "Parulidae" "Helmitheros" "vermivorum" "Helmitheros_vermivorum"
"576" 6760 "Parkesia_motacilla" "Passeriformes" "Parulidae" "Parkesia" "motacilla" "Seiurus_motacilla"
"577" 6750 "Parkesia_noveboracensis" "Passeriformes" "Parulidae" "Parkesia" "noveboracensis" "Seiurus_noveboracensis"
"578" 6420 "Vermivora_chrysoptera" "Passeriformes" "Parulidae" "Vermivora" "chrysoptera" "Vermivora_chrysoptera"
"579" 6410 "Vermivora_cyanoptera" "Passeriformes" "Parulidae" "Vermivora" "cyanoptera" "Vermivora_chrysoptera"
"580" 6412 "Vermivora_cyanoptera" "Passeriformes" "Parulidae" "Vermivora" "cyanoptera" "Vermivora_chrysoptera"
"581" 6413 "Vermivora_chrysoptera" "Passeriformes" "Parulidae" "Vermivora" "chrysoptera" "Vermivora_chrysoptera"
"582" 6360 "Mniotilta_varia" "Passeriformes" "Parulidae" "Mniotilta" "varia" "Mniotilta_varia"
"583" 6370 "Protonotaria_citrea" "Passeriformes" "Parulidae" "Protonotaria" "citrea" "Protonotaria_citrea"
"584" 6380 "Limnothlypis_swainsonii" "Passeriformes" "Parulidae" "Limnothlypis" "swainsonii" "Limnothlypis_swainsonii"
"585" 6470 "Leiothlypis_peregrina" "Passeriformes" "Parulidae" "Leiothlypis" "peregrina" "Vermivora_peregrina"
"586" 6460 "Leiothlypis_celata" "Passeriformes" "Parulidae" "Leiothlypis" "celata" "Vermivora_celata"
"587" 6430 "Leiothlypis_luciae" "Passeriformes" "Parulidae" "Leiothlypis" "luciae" "Vermivora_luciae"
"588" 6450 "Leiothlypis_ruficapilla" "Passeriformes" "Parulidae" "Leiothlypis" "ruficapilla" "Vermivora_ruficapilla"
"589" 6440 "Leiothlypis_virginiae" "Passeriformes" "Parulidae" "Leiothlypis" "virginiae" "Vermivora_virginiae"
"590" 6780 "Oporornis_agilis" "Passeriformes" "Parulidae" "Oporornis" "agilis" "Oporornis_agilis"
"591" 6800 "Geothlypis_tolmiei" "Passeriformes" "Parulidae" "Geothlypis" "tolmiei" "Oporornis_tolmiei"
"592" 6790 "Geothlypis_philadelphia" "Passeriformes" "Parulidae" "Geothlypis" "philadelphia" "Oporornis_philadelphia"
"593" 6770 "Geothlypis_formosa" "Passeriformes" "Parulidae" "Geothlypis" "formosa" "Oporornis_formosus"
"594" 6810 "Geothlypis_trichas" "Passeriformes" "Parulidae" "Geothlypis" "trichas" "Geothlypis_trichas"
"595" 6840 "Setophaga_citrina" "Passeriformes" "Parulidae" "Setophaga" "citrina" "Wilsonia_citrina"
"596" 6870 "Setophaga_ruticilla" "Passeriformes" "Parulidae" "Setophaga" "ruticilla" "Setophaga_ruticilla"
"597" 6700 "Setophaga_kirtlandii" "Passeriformes" "Parulidae" "Setophaga" "kirtlandii" "Dendroica_kirtlandii"
"598" 6500 "Setophaga_tigrina" "Passeriformes" "Parulidae" "Setophaga" "tigrina" "Dendroica_tigrina"
"599" 6580 "Setophaga_cerulea" "Passeriformes" "Parulidae" "Setophaga" "cerulea" "Dendroica_cerulea"
"600" 6480 "Setophaga_americana" "Passeriformes" "Parulidae" "Setophaga" "americana" "Parula_americana"
"601" 6570 "Setophaga_magnolia" "Passeriformes" "Parulidae" "Setophaga" "magnolia" "Dendroica_magnolia"
"602" 6600 "Setophaga_castanea" "Passeriformes" "Parulidae" "Setophaga" "castanea" "Dendroica_castanea"
"603" 6620 "Setophaga_fusca" "Passeriformes" "Parulidae" "Setophaga" "fusca" "Dendroica_fusca"
"604" 6520 "Setophaga_petechia" "Passeriformes" "Parulidae" "Setophaga" "petechia" "Dendroica_petechia"
"605" 6590 "Setophaga_pensylvanica" "Passeriformes" "Parulidae" "Setophaga" "pensylvanica" "Dendroica_pensylvanica"
"606" 6610 "Setophaga_striata" "Passeriformes" "Parulidae" "Setophaga" "striata" "Dendroica_striata"
"607" 6540 "Setophaga_caerulescens" "Passeriformes" "Parulidae" "Setophaga" "caerulescens" "Dendroica_caerulescens"
"608" 6720 "Setophaga_palmarum" "Passeriformes" "Parulidae" "Setophaga" "palmarum" "Dendroica_palmarum"
"609" 6710 "Setophaga_pinus" "Passeriformes" "Parulidae" "Setophaga" "pinus" "Dendroica_pinus"
"610" 6550 "Setophaga_coronata" "Passeriformes" "Parulidae" "Setophaga" "coronata" "Dendroica_coronata"
"611" 6560 "Setophaga_coronata" "Passeriformes" "Parulidae" "Setophaga" "coronata" "Dendroica_coronata"
"612" 6556 "Setophaga_coronata" "Passeriformes" "Parulidae" "Setophaga" "coronata" "Dendroica_coronata"
"613" 6630 "Setophaga_dominica" "Passeriformes" "Parulidae" "Setophaga" "dominica" "Dendroica_dominica"
"614" 6730 "Setophaga_discolor" "Passeriformes" "Parulidae" "Setophaga" "discolor" "Dendroica_discolor"
"615" 6640 "Setophaga_graciae" "Passeriformes" "Parulidae" "Setophaga" "graciae" "Dendroica_graciae"
"616" 6650 "Setophaga_nigrescens" "Passeriformes" "Parulidae" "Setophaga" "nigrescens" "Dendroica_nigrescens"
"617" 6680 "Setophaga_townsendi" "Passeriformes" "Parulidae" "Setophaga" "townsendi" "Dendroica_townsendi"
"618" 6690 "Setophaga_occidentalis" "Passeriformes" "Parulidae" "Setophaga" "occidentalis" "Dendroica_occidentalis"
"619" 6686 "Setophaga_townsendi" "Passeriformes" "Parulidae" "Setophaga" "townsendi" "Dendroica_townsendi"
"620" 6685 "Setophaga_townsendi" "Passeriformes" "Parulidae" "Setophaga" "townsendi" "Dendroica_townsendi"
"621" 6660 "Setophaga_chrysoparia" "Passeriformes" "Parulidae" "Setophaga" "chrysoparia" "Dendroica_chrysoparia"
"622" 6670 "Setophaga_virens" "Passeriformes" "Parulidae" "Setophaga" "virens" "Dendroica_virens"
"623" 6860 "Cardellina_canadensis" "Passeriformes" "Parulidae" "Cardellina" "canadensis" "Wilsonia_canadensis"
"624" 6850 "Cardellina_pusilla" "Passeriformes" "Parulidae" "Cardellina" "pusilla" "Wilsonia_pusilla"
"625" 6900 "Cardellina_rubrifrons" "Passeriformes" "Parulidae" "Cardellina" "rubrifrons" "Cardellina_rubrifrons"
"626" 6880 "Myioborus_pictus" "Passeriformes" "Parulidae" "Myioborus" "pictus" "Myioborus_pictus"
"627" 6090 "Piranga_flava" "Passeriformes" "Cardinalidae" "Piranga" "flava" "Piranga_flava"
"628" 6100 "Piranga_rubra" "Passeriformes" "Cardinalidae" "Piranga" "rubra" "Piranga_rubra"
"629" 6080 "Piranga_olivacea" "Passeriformes" "Cardinalidae" "Piranga" "olivacea" "Piranga_olivacea"
"630" 6070 "Piranga_ludoviciana" "Passeriformes" "Cardinalidae" "Piranga" "ludoviciana" "Piranga_ludoviciana"
"631" 5930 "Cardinalis_cardinalis" "Passeriformes" "Cardinalidae" "Cardinalis" "cardinalis" "Cardinalis_cardinalis"
"632" 5940 "Cardinalis_sinuatus" "Passeriformes" "Cardinalidae" "Cardinalis" "sinuatus" "Cardinalis_sinuatus"
"633" 5935 "Cardinalis_cardinalis" "Passeriformes" "Cardinalidae" "Cardinalis" "cardinalis" "Cardinalis_cardinalis"
"634" 5950 "Pheucticus_ludovicianus" "Passeriformes" "Cardinalidae" "Pheucticus" "ludovicianus" "Pheucticus_ludovicianus"
"635" 5960 "Pheucticus_melanocephalus" "Passeriformes" "Cardinalidae" "Pheucticus" "melanocephalus" "Pheucticus_melanocephalus"
"636" 5970 "Passerina_caerulea" "Passeriformes" "Cardinalidae" "Passerina" "caerulea" "Passerina_caerulea"
"637" 5990 "Passerina_amoena" "Passeriformes" "Cardinalidae" "Passerina" "amoena" "Passerina_amoena"
"638" 5980 "Passerina_cyanea" "Passeriformes" "Cardinalidae" "Passerina" "cyanea" "Passerina_cyanea"
"639" 5986 "Passerina_amoena" "Passeriformes" "Cardinalidae" "Passerina" "amoena" "Passerina_amoena"
"640" 6000 "Passerina_versicolor" "Passeriformes" "Cardinalidae" "Passerina" "versicolor" "Passerina_versicolor"
"641" 6010 "Passerina_ciris" "Passeriformes" "Cardinalidae" "Passerina" "ciris" "Passerina_ciris"
"642" 6040 "Spiza_americana" "Passeriformes" "Cardinalidae" "Spiza" "americana" "Spiza_americana"
