FID	partition	Ecoregion	Kilometers
1823	60_115_4	Arizona/New_Mexico_Plateau	8.87
1824	60_115_5	Arizona/New_Mexico_Plateau	9.21
1825	60_126_1	Chihuahuan_Desert	7.82
1826	60_126_2	Chihuahuan_Desert	8.09
1827	60_126_3	Chihuahuan_Desert	8.06
1828	60_126_4	Arizona/New_Mexico_Mountains	7.80
1829	60_126_5	Chihuahuan_Desert	8.21
1830	60_130_5	Chihuahuan_Desert	7.99
1831	60_130_4	Chihuahuan_Desert	7.29
1832	60_130_3	Chihuahuan_Desert	7.43
1833	60_130_2	Chihuahuan_Desert	8.27
1834	60_130_1	High_Plains	8.54
1835	60_155_5	Southwestern_Tablelands	8.95
1836	60_155_4	Southwestern_Tablelands	8.78
1837	60_155_3	Southwestern_Tablelands	8.20
1838	60_155_2	Southwestern_Tablelands	7.51
1839	60_155_1	Southwestern_Tablelands	8.24
1840	60_221_1	Chihuahuan_Desert	7.20
1841	60_221_2	Chihuahuan_Desert	7.39
1842	60_221_3	Chihuahuan_Desert	7.91
1843	60_221_4	Chihuahuan_Desert	7.68
1844	60_221_5	Chihuahuan_Desert	7.93
1845	61_022_1	Northern_Allegheny_Plateau	8.06
1846	61_022_2	Northern_Allegheny_Plateau	7.67
1847	61_022_3	Northern_Allegheny_Plateau	7.65
1848	61_022_4	Northern_Allegheny_Plateau	7.90
1849	61_022_5	Northern_Allegheny_Plateau	8.01
1850	61_029_5	Northern_Allegheny_Plateau	8.18
1851	61_029_4	Northern_Allegheny_Plateau	8.00
1852	61_029_3	Northern_Allegheny_Plateau	7.46
1853	61_029_2	Northern_Allegheny_Plateau	7.28
1854	61_029_1	Northern_Allegheny_Plateau	7.63
1855	61_031_1	Northern_Allegheny_Plateau	8.19
1856	61_031_2	Northern_Allegheny_Plateau	8.53
1857	61_031_3	Northern_Allegheny_Plateau	8.53
1858	61_031_4	Northern_Allegheny_Plateau	8.61
1859	61_031_5	Northern_Allegheny_Plateau	8.45
1860	61_047_5	Northern_Allegheny_Plateau	7.92
1861	61_047_4	Northern_Allegheny_Plateau	7.79
1862	61_047_3	Northern_Allegheny_Plateau	7.72
1863	61_047_2	Eastern_Great_Lakes_Lowlands	7.88
1864	61_047_1	Eastern_Great_Lakes_Lowlands	8.26
1865	61_048_5	Eastern_Great_Lakes_Lowlands	9.00
1866	61_048_4	Eastern_Great_Lakes_Lowlands	8.39
1867	61_048_3	Eastern_Great_Lakes_Lowlands	7.20
1868	61_048_2	Eastern_Great_Lakes_Lowlands	6.99
1869	61_048_1	Eastern_Great_Lakes_Lowlands	7.58
1870	61_049_5	Northern_Allegheny_Plateau	7.69
1871	61_049_4	Northern_Allegheny_Plateau	7.84
1872	61_049_3	Northern_Allegheny_Plateau	7.64
1873	61_049_2	Northern_Allegheny_Plateau	7.32
1874	61_049_1	Northern_Allegheny_Plateau	7.96
1875	61_053_5	Eastern_Great_Lakes_Lowlands	8.90
1876	61_053_4	Eastern_Great_Lakes_Lowlands	8.12
1877	61_053_3	Eastern_Great_Lakes_Lowlands	6.82
1878	61_053_2	Eastern_Great_Lakes_Lowlands	7.10
1879	61_053_1	Eastern_Great_Lakes_Lowlands	8.27
1880	61_056_1	Northern_Allegheny_Plateau	8.39
1881	61_056_2	North_Central_Appalachians	7.55
1882	61_056_3	North_Central_Appalachians	7.69
1883	61_056_4	North_Central_Appalachians	7.01
1884	61_056_5	North_Central_Appalachians	7.87
1885	61_057_1	Northern_Allegheny_Plateau	8.07
1886	61_057_2	Northern_Allegheny_Plateau	7.77
1887	61_057_3	Northern_Allegheny_Plateau	8.37
1888	61_057_4	Northern_Allegheny_Plateau	7.71
1889	61_057_5	Northern_Allegheny_Plateau	7.48
1890	61_064_5	Eastern_Great_Lakes_Lowlands	7.24
1891	61_064_4	Eastern_Great_Lakes_Lowlands	7.99
1892	61_064_3	Eastern_Great_Lakes_Lowlands	8.28
1893	61_064_2	Eastern_Great_Lakes_Lowlands	8.20
1894	61_064_1	Eastern_Great_Lakes_Lowlands	8.21
1895	61_065_1	Eastern_Great_Lakes_Lowlands	8.07
1896	61_065_2	Eastern_Great_Lakes_Lowlands	8.15
1897	61_065_3	Eastern_Great_Lakes_Lowlands	7.76
1898	61_065_4	Eastern_Great_Lakes_Lowlands	7.80
1899	61_065_5	Eastern_Great_Lakes_Lowlands	7.76
1900	61_069_1	Eastern_Great_Lakes_Lowlands	8.97
1901	61_069_2	Eastern_Great_Lakes_Lowlands	8.16
1902	61_069_3	Eastern_Great_Lakes_Lowlands	7.49
1903	61_069_4	Eastern_Great_Lakes_Lowlands	8.06
1904	61_069_5	Eastern_Great_Lakes_Lowlands	7.95
1905	61_073_5	Eastern_Great_Lakes_Lowlands	8.21
1906	61_073_4	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.49
1907	61_073_3	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.25
1908	61_073_2	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.59
1909	61_073_1	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.56
1910	61_089_5	Northeastern_Coastal_Zone	7.54
1911	61_089_4	Northeastern_Coastal_Zone	7.62
1912	61_089_3	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.28
1913	61_089_2	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.07
1914	61_089_1	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.83
1915	61_090_1	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.10
1916	61_090_2	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.21
1917	61_090_3	Northeastern_Coastal_Zone	8.42
1918	61_090_4	Northeastern_Coastal_Zone	8.46
1919	61_090_5	Eastern_Great_Lakes_Lowlands	7.76
1920	61_093_5	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.73
1921	61_093_4	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.52
1922	61_093_3	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.37
1923	61_093_2	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.98
1924	61_093_1	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.01
1925	61_097_5	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.76
1926	61_097_4	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.16
1927	61_097_3	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.93
1928	61_097_2	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.31
1929	61_097_1	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.50
1930	61_100_1	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.97
1931	61_100_2	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.15
1932	61_100_3	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.99
1933	61_100_4	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.93
1934	61_100_5	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.00
1935	61_121_5	Northern_Appalachian_and_Atlantic_Maritime_Highlands	7.67
1936	61_121_4	Northern_Allegheny_Plateau	7.94
1937	61_121_3	Northern_Allegheny_Plateau	7.75
1938	61_121_2	Northern_Allegheny_Plateau	8.01
1939	61_121_1	Northern_Allegheny_Plateau	7.51
1940	61_123_1	Northern_Allegheny_Plateau	9.13
1941	61_123_2	Northern_Allegheny_Plateau	8.35
1942	61_123_3	Northern_Allegheny_Plateau	8.49
1943	61_123_4	Northern_Allegheny_Plateau	8.42
1944	61_123_5	Northern_Allegheny_Plateau	8.16
1945	63_002_1	Middle_Atlantic_Coastal_Plain	8.25
1946	63_002_2	Middle_Atlantic_Coastal_Plain	9.01
1947	63_002_3	Middle_Atlantic_Coastal_Plain	8.75
1948	63_002_4	Middle_Atlantic_Coastal_Plain	7.78
1949	63_002_5	Middle_Atlantic_Coastal_Plain	8.24
1950	63_003_1	Middle_Atlantic_Coastal_Plain	7.64
1951	63_003_2	Middle_Atlantic_Coastal_Plain	7.71
1952	63_003_3	Middle_Atlantic_Coastal_Plain	7.58
1953	63_003_4	Middle_Atlantic_Coastal_Plain	7.53
1954	63_003_5	Middle_Atlantic_Coastal_Plain	7.28
1955	63_005_5	Middle_Atlantic_Coastal_Plain	7.87
1956	63_005_4	Middle_Atlantic_Coastal_Plain	7.79
1957	63_005_3	Middle_Atlantic_Coastal_Plain	7.62
1958	63_005_2	Middle_Atlantic_Coastal_Plain	7.89
1959	63_005_1	Middle_Atlantic_Coastal_Plain	8.18
1960	63_010_5	Middle_Atlantic_Coastal_Plain	8.16
1961	63_010_4	Middle_Atlantic_Coastal_Plain	8.74
1962	63_010_3	Middle_Atlantic_Coastal_Plain	8.25
1963	63_010_2	Middle_Atlantic_Coastal_Plain	8.46
1964	63_010_1	Middle_Atlantic_Coastal_Plain	8.14
1965	63_011_5	Southeastern_Plains	7.69
1966	63_011_4	Southeastern_Plains	7.53
1967	63_011_3	Southeastern_Plains	7.29
1968	63_011_2	Southeastern_Plains	6.99
1969	63_011_1	Southeastern_Plains	7.44
1970	63_012_1	Piedmont	8.10
1971	63_012_2	Piedmont	8.12
1972	63_012_3	Piedmont	8.18
1973	63_012_4	Piedmont	8.24
1974	63_012_5	Piedmont	7.73
1975	63_014_5	Piedmont	7.17
1976	63_014_4	Piedmont	7.36
1977	63_014_3	Piedmont	8.35
1978	63_014_2	Piedmont	7.93
1979	63_014_1	Piedmont	7.84
1980	63_015_5	Piedmont	7.89
1981	63_015_4	Piedmont	7.52
1982	63_015_3	Piedmont	7.52
1983	63_015_2	Piedmont	8.16
1984	63_015_1	Piedmont	8.03
1985	63_024_1	Piedmont	7.86
1986	63_024_2	Piedmont	8.12
1987	63_024_3	Piedmont	7.93
1988	63_024_4	Piedmont	8.27
1989	63_024_5	Piedmont	7.87
1990	63_027_5	Piedmont	7.75
1991	63_027_4	Piedmont	7.53
1992	63_027_3	Piedmont	7.98
1993	63_027_2	Piedmont	8.05
1994	63_027_1	Piedmont	8.25
1995	63_031_1	Blue_Ridge	7.78
1996	63_031_2	Blue_Ridge	7.46
1997	63_031_3	Blue_Ridge	7.38
1998	63_031_4	Blue_Ridge	7.11
1999	63_031_5	Blue_Ridge	7.29
2000	63_101_1	Middle_Atlantic_Coastal_Plain	7.58
2001	63_101_2	Middle_Atlantic_Coastal_Plain	7.48
2002	63_101_3	Middle_Atlantic_Coastal_Plain	7.36
2003	63_101_4	Middle_Atlantic_Coastal_Plain	7.40
2004	63_101_5	Middle_Atlantic_Coastal_Plain	7.50
2005	63_109_1	Middle_Atlantic_Coastal_Plain	8.20
2006	63_109_2	Middle_Atlantic_Coastal_Plain	7.78
2007	63_109_3	Middle_Atlantic_Coastal_Plain	7.92
2008	63_109_4	Middle_Atlantic_Coastal_Plain	7.77
2009	63_109_5	Middle_Atlantic_Coastal_Plain	8.13
2010	63_121_1	Blue_Ridge	7.12
2011	63_121_2	Blue_Ridge	7.78
2012	63_121_3	Blue_Ridge	8.51
2013	63_121_4	Blue_Ridge	8.11
2014	63_121_5	Blue_Ridge	8.28
2015	63_202_5	Middle_Atlantic_Coastal_Plain	7.34
2016	63_202_4	Middle_Atlantic_Coastal_Plain	7.63
2017	63_202_3	Middle_Atlantic_Coastal_Plain	8.29
2018	63_202_2	Middle_Atlantic_Coastal_Plain	7.88
2019	63_202_1	Middle_Atlantic_Coastal_Plain	8.21
2020	63_204_1	Middle_Atlantic_Coastal_Plain	7.72
2021	63_204_2	Middle_Atlantic_Coastal_Plain	7.81
2022	63_204_3	Middle_Atlantic_Coastal_Plain	7.94
2023	63_204_4	Middle_Atlantic_Coastal_Plain	7.60
2024	63_204_5	Middle_Atlantic_Coastal_Plain	7.73
2025	63_205_1	Middle_Atlantic_Coastal_Plain	7.96
2026	63_205_2	Middle_Atlantic_Coastal_Plain	8.47
2027	63_205_3	Middle_Atlantic_Coastal_Plain	8.61
2028	63_205_4	Middle_Atlantic_Coastal_Plain	8.46
2029	63_205_5	Middle_Atlantic_Coastal_Plain	8.25
2030	63_217_1	Piedmont	8.33
2031	63_217_2	Piedmont	7.91
2032	63_217_3	Piedmont	7.90
2033	63_217_4	Piedmont	7.93
2034	63_217_5	Piedmont	7.84
2035	63_218_1	Piedmont	7.93
2036	63_218_2	Piedmont	7.86
2037	63_218_3	Piedmont	7.51
2038	63_218_4	Piedmont	8.23
2039	63_218_5	Piedmont	7.70
2040	63_224_1	Southeastern_Plains	8.20
2041	63_224_2	Southeastern_Plains	7.72
2042	63_224_3	Southeastern_Plains	7.90
2043	63_224_4	Southeastern_Plains	8.63
2044	63_224_5	Southeastern_Plains	8.15
2045	63_225_1	Piedmont	7.77
2046	63_225_2	Piedmont	7.86
2047	63_225_3	Piedmont	7.47
2048	63_225_4	Piedmont	7.87
2049	63_225_5	Piedmont	7.92
2050	63_311_5	Middle_Atlantic_Coastal_Plain	8.16
2051	63_311_4	Middle_Atlantic_Coastal_Plain	8.25
2052	63_311_3	Middle_Atlantic_Coastal_Plain	8.26
2053	63_311_2	Middle_Atlantic_Coastal_Plain	8.28
2054	63_311_1	Middle_Atlantic_Coastal_Plain	8.79
2055	63_910_1	Blue_Ridge	7.08
2056	63_910_2	Blue_Ridge	7.28
2057	63_910_3	Blue_Ridge	8.68
2058	63_910_4	Blue_Ridge	8.60
2059	63_910_5	Blue_Ridge	8.91
2060	64_001_1	Aspen_Parkland/Northern_Glaciated_Plains	7.75
2061	64_001_2	Aspen_Parkland/Northern_Glaciated_Plains	8.24
2062	64_001_3	Aspen_Parkland/Northern_Glaciated_Plains	7.74
2063	64_001_4	Aspen_Parkland/Northern_Glaciated_Plains	7.78
2064	64_001_5	Lake_Manitoba_and_Lake_Agassiz_Plain	7.76
2065	64_005_1	Northwestern_Glaciated_Plains	7.92
2066	64_005_2	Northwestern_Glaciated_Plains	7.92
2067	64_005_3	Northwestern_Glaciated_Plains	8.43
2068	64_005_4	Northwestern_Glaciated_Plains	7.92
2069	64_005_5	Northwestern_Glaciated_Plains	7.42
2070	64_008_1	Lake_Manitoba_and_Lake_Agassiz_Plain	7.71
2071	64_008_2	Lake_Manitoba_and_Lake_Agassiz_Plain	7.73
2072	64_008_3	Aspen_Parkland/Northern_Glaciated_Plains	7.71
2073	64_008_4	Aspen_Parkland/Northern_Glaciated_Plains	7.71
2074	64_008_5	Aspen_Parkland/Northern_Glaciated_Plains	9.28
2075	64_012_1	Northwestern_Glaciated_Plains	7.84
2076	64_012_2	Aspen_Parkland/Northern_Glaciated_Plains	8.47
2077	64_012_3	Aspen_Parkland/Northern_Glaciated_Plains	8.69
2078	64_012_4	Aspen_Parkland/Northern_Glaciated_Plains	7.27
2079	64_012_5	Aspen_Parkland/Northern_Glaciated_Plains	7.79
2080	64_019_1	Northwestern_Glaciated_Plains	8.24
2081	64_019_2	Northwestern_Glaciated_Plains	8.13
2082	64_019_3	Northwestern_Glaciated_Plains	8.16
2083	64_019_4	Northwestern_Glaciated_Plains	7.62
2084	64_019_5	Northwestern_Glaciated_Plains	7.68
2085	64_026_1	Northwestern_Glaciated_Plains	8.83
2086	64_026_2	Northwestern_Glaciated_Plains	8.46
2087	64_026_3	Northwestern_Glaciated_Plains	7.96
2088	64_026_4	Northwestern_Glaciated_Plains	8.69
2089	64_026_5	Northwestern_Glaciated_Plains	7.51
2090	64_028_1	Aspen_Parkland/Northern_Glaciated_Plains	8.42
2091	64_028_2	Aspen_Parkland/Northern_Glaciated_Plains	8.40
2092	64_028_3	Aspen_Parkland/Northern_Glaciated_Plains	8.40
2093	64_028_4	Aspen_Parkland/Northern_Glaciated_Plains	8.54
2094	64_028_5	Aspen_Parkland/Northern_Glaciated_Plains	9.89
2095	64_033_1	Northwestern_Great_Plains	7.07
2096	64_033_2	Northwestern_Great_Plains	7.98
2097	64_033_3	Northwestern_Great_Plains	8.09
2098	64_033_4	Northwestern_Great_Plains	8.13
2099	64_033_5	Northwestern_Great_Plains	7.35
2100	64_034_1	Northwestern_Great_Plains	8.56
2101	64_034_2	Northwestern_Great_Plains	7.53
2102	64_034_3	Northwestern_Great_Plains	7.54
2103	64_034_4	Northwestern_Great_Plains	7.54
2104	64_034_5	Northwestern_Great_Plains	8.02
2105	64_039_1	Northwestern_Glaciated_Plains	7.90
2106	64_039_2	Northwestern_Glaciated_Plains	7.88
2107	64_039_3	Northwestern_Glaciated_Plains	7.87
2108	64_039_4	Northwestern_Glaciated_Plains	7.87
2109	64_039_5	Northwestern_Glaciated_Plains	8.35
2110	64_042_1	Aspen_Parkland/Northern_Glaciated_Plains	7.94
2111	64_042_2	Aspen_Parkland/Northern_Glaciated_Plains	7.48
2112	64_042_3	Aspen_Parkland/Northern_Glaciated_Plains	7.03
2113	64_042_4	Aspen_Parkland/Northern_Glaciated_Plains	8.85
2114	64_042_5	Aspen_Parkland/Northern_Glaciated_Plains	8.69
2115	64_043_1	Northwestern_Glaciated_Plains	8.02
2116	64_043_2	Northwestern_Glaciated_Plains	7.74
2117	64_043_3	Northwestern_Glaciated_Plains	8.14
2118	64_043_4	Northwestern_Glaciated_Plains	7.88
2119	64_043_5	Northwestern_Glaciated_Plains	7.66
2120	64_044_1	Aspen_Parkland/Northern_Glaciated_Plains	9.54
2121	64_044_2	Aspen_Parkland/Northern_Glaciated_Plains	7.86
2122	64_044_3	Aspen_Parkland/Northern_Glaciated_Plains	7.41
2123	64_044_4	Aspen_Parkland/Northern_Glaciated_Plains	7.31
2124	64_044_5	Aspen_Parkland/Northern_Glaciated_Plains	8.00
2125	64_103_1	Aspen_Parkland/Northern_Glaciated_Plains	7.98
2126	64_103_2	Aspen_Parkland/Northern_Glaciated_Plains	7.58
2127	64_103_3	Aspen_Parkland/Northern_Glaciated_Plains	8.76
2128	64_103_4	Aspen_Parkland/Northern_Glaciated_Plains	7.59
2129	64_103_5	Aspen_Parkland/Northern_Glaciated_Plains	7.59
2130	66_021_1	Erie_Drift_Plain	8.36
2131	66_021_2	Erie_Drift_Plain	7.60
2132	66_021_3	Erie_Drift_Plain	7.62
2133	66_021_4	Erie_Drift_Plain	7.37
2134	66_021_5	Eastern_Great_Lakes_Lowlands	7.81
2135	66_025_1	Huron/Erie_Lake_Plains	7.52
2136	66_025_2	Huron/Erie_Lake_Plains	7.53
2137	66_025_3	Eastern_Corn_Belt_Plains	7.63
2138	66_025_4	Eastern_Corn_Belt_Plains	7.68
2139	66_025_5	Eastern_Corn_Belt_Plains	7.46
2140	66_042_1	Eastern_Corn_Belt_Plains	7.39
2141	66_042_2	Eastern_Corn_Belt_Plains	7.39
2142	66_042_3	Eastern_Corn_Belt_Plains	9.10
2143	66_042_4	Eastern_Corn_Belt_Plains	9.58
2144	66_042_5	Eastern_Corn_Belt_Plains	9.24
2145	66_064_1	Eastern_Corn_Belt_Plains	7.55
2146	66_064_2	Eastern_Corn_Belt_Plains	7.02
2147	66_064_3	Eastern_Corn_Belt_Plains	7.83
2148	66_064_4	Eastern_Corn_Belt_Plains	8.55
2149	66_064_5	Eastern_Corn_Belt_Plains	7.91
2150	66_074_1	Western_Allegheny_Plateau	8.12
2151	66_074_2	Western_Allegheny_Plateau	8.23
2152	66_074_3	Western_Allegheny_Plateau	9.00
2153	66_074_4	Western_Allegheny_Plateau	8.44
2154	66_074_5	Eastern_Corn_Belt_Plains	8.82
2155	66_107_1	Huron/Erie_Lake_Plains	7.68
2156	66_107_2	Huron/Erie_Lake_Plains	7.70
2157	66_107_3	Huron/Erie_Lake_Plains	7.89
2158	66_107_4	Huron/Erie_Lake_Plains	7.84
2159	66_107_5	Huron/Erie_Lake_Plains	8.28
2160	66_904_1	Western_Allegheny_Plateau	7.81
2161	66_904_2	Western_Allegheny_Plateau	7.70
2162	66_904_3	Western_Allegheny_Plateau	7.61
2163	66_904_4	Western_Allegheny_Plateau	7.41
2164	66_904_5	Western_Allegheny_Plateau	8.23
2165	66_908_1	Erie_Drift_Plain	7.24
2166	66_908_2	Erie_Drift_Plain	7.38
2167	66_908_3	Western_Allegheny_Plateau	6.90
2168	66_908_4	Erie_Drift_Plain	7.26
2169	66_908_5	Western_Allegheny_Plateau	7.36
2170	67_011_1	Ozark_Highlands	7.87
2171	67_011_2	Ozark_Highlands	7.93
2172	67_011_3	Ozark_Highlands	8.21
2173	67_011_4	Ozark_Highlands	7.87
2174	67_011_5	Ozark_Highlands	8.23
2175	67_015_5	Cross_Timbers	8.32
2176	67_015_4	Central_Irregular_Plains	7.53
2177	67_015_3	Central_Irregular_Plains	7.93
2178	67_015_2	Central_Irregular_Plains	7.93
2179	67_015_1	Central_Irregular_Plains	8.26
2180	67_017_1	Central_Great_Plains	7.81
2181	67_017_2	Cross_Timbers	8.40
2182	67_017_3	Cross_Timbers	7.86
2183	67_017_4	Cross_Timbers	8.00
2184	67_017_5	Cross_Timbers	8.11
2185	67_022_5	Central_Irregular_Plains	8.22
2186	67_022_4	Central_Irregular_Plains	8.04
2187	67_022_3	Central_Irregular_Plains	7.56
2188	67_022_2	Central_Irregular_Plains	7.66
2189	67_022_1	Central_Irregular_Plains	7.60
2190	67_023_5	Central_Irregular_Plains	8.28
2191	67_023_4	Central_Irregular_Plains	7.76
2192	67_023_3	Central_Irregular_Plains	8.27
2193	67_023_2	Central_Irregular_Plains	7.76
2194	67_023_1	Central_Irregular_Plains	7.04
2195	67_034_5	High_Plains	7.86
2196	67_034_4	High_Plains	8.22
2197	67_034_3	High_Plains	7.85
2198	67_034_2	High_Plains	8.22
2199	67_034_1	High_Plains	8.15
2200	67_070_1	High_Plains	7.74
2201	67_070_2	High_Plains	7.87
2202	67_070_3	High_Plains	7.80
2203	67_070_4	High_Plains	7.80
2204	67_070_5	High_Plains	7.96
2205	67_071_5	High_Plains	7.75
2206	67_071_4	High_Plains	8.39
2207	67_071_3	High_Plains	7.74
2208	67_071_2	High_Plains	7.74
2209	67_071_1	High_Plains	8.38
2210	67_125_1	Central_Irregular_Plains	9.10
2211	67_125_2	Cross_Timbers	8.03
2212	67_125_3	Cross_Timbers	8.08
2213	67_125_4	Cross_Timbers	8.67
2214	67_125_5	Cross_Timbers	8.11
2215	67_900_5	Ouachita_Mountains	9.04
2216	67_900_4	Ouachita_Mountains	8.81
2217	67_900_3	Ouachita_Mountains	8.50
2218	67_900_2	Ouachita_Mountains	8.96
2219	67_900_1	Ouachita_Mountains	8.76
2220	67_905_1	Ouachita_Mountains	8.28
2221	67_905_2	Ouachita_Mountains	8.18
2222	67_905_3	Ouachita_Mountains	8.30
2223	67_905_4	Ouachita_Mountains	8.14
2224	67_905_5	Ouachita_Mountains	8.11
2225	69_003_1	Cascades	8.39
2226	69_003_2	Cascades	7.32
2227	69_003_3	Cascades	7.41
2228	69_003_4	Cascades	7.82
2229	69_003_5	Cascades	8.00
2230	69_008_5	Blue_Mountains	8.20
2231	69_008_4	Blue_Mountains	7.88
2232	69_008_3	Blue_Mountains	8.35
2233	69_008_2	Blue_Mountains	7.59
2234	69_008_1	Blue_Mountains	7.42
2235	69_019_5	Willamette_Valley	9.85
2236	69_019_4	Willamette_Valley	8.46
2237	69_019_3	Cascades	7.96
2238	69_019_2	Cascades	8.26
2239	69_019_1	Cascades	7.97
2240	69_029_1	Eastern_Cascades_Slopes_and_Foothills	7.99
2241	69_029_2	Eastern_Cascades_Slopes_and_Foothills	8.11
2242	69_029_3	Eastern_Cascades_Slopes_and_Foothills	7.85
2243	69_029_4	Eastern_Cascades_Slopes_and_Foothills	8.12
2244	69_029_5	Eastern_Cascades_Slopes_and_Foothills	8.50
2245	69_035_1	Blue_Mountains	7.61
2246	69_035_2	Blue_Mountains	8.07
2247	69_035_3	Blue_Mountains	7.79
2248	69_035_4	Blue_Mountains	8.05
2249	69_035_5	Blue_Mountains	7.12
2250	69_041_1	Cascades	8.07
2251	69_041_2	Cascades	8.21
2252	69_041_3	Willamette_Valley	8.61
2253	69_041_4	Willamette_Valley	9.02
2254	69_041_5	Willamette_Valley	7.78
2255	69_048_5	Blue_Mountains	7.98
2256	69_048_4	Blue_Mountains	7.88
2257	69_048_3	Blue_Mountains	8.65
2258	69_048_2	Blue_Mountains	9.12
2259	69_048_1	Blue_Mountains	9.47
2260	69_142_1	Coast_Range	8.94
2261	69_142_2	Coast_Range	9.25
2262	69_142_3	Coast_Range	8.73
2263	69_142_4	Coast_Range	8.52
2264	69_142_5	Coast_Range	8.76
2265	69_203_1	Eastern_Cascades_Slopes_and_Foothills	7.50
2266	69_203_2	Eastern_Cascades_Slopes_and_Foothills	7.60
2267	69_203_3	Eastern_Cascades_Slopes_and_Foothills	7.25
2268	69_203_4	Eastern_Cascades_Slopes_and_Foothills	7.88
2269	69_203_5	Eastern_Cascades_Slopes_and_Foothills	7.51
2270	69_237_5	Willamette_Valley	7.74
2271	69_237_4	Willamette_Valley	7.78
2272	69_237_3	Willamette_Valley	8.26
2273	69_237_2	Willamette_Valley	7.91
2274	69_237_1	Willamette_Valley	8.43
2275	69_254_1	Northern_Basin_and_Range	8.23
2276	69_254_2	Northern_Basin_and_Range	9.13
2277	69_254_3	Northern_Basin_and_Range	8.51
2278	69_254_4	Northern_Basin_and_Range	8.95
2279	69_254_5	Northern_Basin_and_Range	9.17
2280	69_904_1	Coast_Range	7.27
2281	69_904_2	Coast_Range	7.66
2282	69_904_3	Coast_Range	7.53
2283	69_904_4	Willamette_Valley	7.81
2284	69_904_5	Willamette_Valley	8.00
2285	72_002_5	Erie_Drift_Plain	7.18
2286	72_002_4	Erie_Drift_Plain	7.24
2287	72_002_3	Erie_Drift_Plain	7.22
2288	72_002_2	Erie_Drift_Plain	7.35
2289	72_002_1	Erie_Drift_Plain	7.84
2290	72_003_1	Erie_Drift_Plain	8.03
2291	72_003_2	Erie_Drift_Plain	8.00
2292	72_003_3	Erie_Drift_Plain	7.93
2293	72_003_4	Erie_Drift_Plain	7.78
2294	72_003_5	Erie_Drift_Plain	7.37
2295	72_004_5	Erie_Drift_Plain	7.88
2296	72_004_4	Erie_Drift_Plain	8.59
2297	72_004_3	Erie_Drift_Plain	7.62
2298	72_004_2	Erie_Drift_Plain	7.38
2299	72_004_1	Erie_Drift_Plain	7.65
2300	72_005_1	Erie_Drift_Plain	9.58
2301	72_005_2	Erie_Drift_Plain	9.24
2302	72_005_3	Erie_Drift_Plain	7.91
2303	72_005_4	Erie_Drift_Plain	8.42
2304	72_005_5	Erie_Drift_Plain	8.02
2305	72_006_1	North_Central_Appalachians	7.70
2306	72_006_2	North_Central_Appalachians	8.34
2307	72_006_3	North_Central_Appalachians	8.11
2308	72_006_4	North_Central_Appalachians	7.27
2309	72_006_5	North_Central_Appalachians	7.79
2310	72_008_5	Erie_Drift_Plain	7.63
2311	72_008_4	Erie_Drift_Plain	7.02
2312	72_008_3	Erie_Drift_Plain	7.72
2313	72_008_2	Erie_Drift_Plain	8.05
2314	72_008_1	Erie_Drift_Plain	8.39
2315	72_010_5	North_Central_Appalachians	8.12
2316	72_010_4	North_Central_Appalachians	7.91
2317	72_010_3	North_Central_Appalachians	8.32
2318	72_010_2	North_Central_Appalachians	6.94
2319	72_010_1	North_Central_Appalachians	7.84
2320	72_012_5	North_Central_Appalachians	8.10
2321	72_012_4	North_Central_Appalachians	7.71
2322	72_012_3	North_Central_Appalachians	8.25
2323	72_012_2	Western_Allegheny_Plateau	7.62
2324	72_012_1	North_Central_Appalachians	7.67
2325	72_014_5	North_Central_Appalachians	8.13
2326	72_014_4	North_Central_Appalachians	7.94
2327	72_014_3	North_Central_Appalachians	8.11
2328	72_014_2	North_Central_Appalachians	7.75
2329	72_014_1	North_Central_Appalachians	7.90
2330	72_016_1	North_Central_Appalachians	8.04
2331	72_016_2	North_Central_Appalachians	8.59
2332	72_016_3	North_Central_Appalachians	8.68
2333	72_016_4	North_Central_Appalachians	8.19
