FID	partition	Ecoregion	Kilometers
0	02_001_5	Southeastern_Plains	7.90
1	02_001_4	Interior_Plateau	7.89
2	02_001_3	Interior_Plateau	7.67
3	02_001_2	Interior_Plateau	7.82
4	02_001_1	Interior_Plateau	8.01
5	02_007_5	Interior_Plateau	8.58
6	02_007_4	Interior_Plateau	8.74
7	02_007_3	Interior_Plateau	8.53
8	02_007_2	Interior_Plateau	9.22
9	02_007_1	Southwestern_Appalachians	8.92
10	02_008_1	Ridge_and_Valley	8.22
11	02_008_2	Ridge_and_Valley	8.22
12	02_008_3	Ridge_and_Valley	7.90
13	02_008_4	Ridge_and_Valley	8.15
14	02_008_5	Ridge_and_Valley	7.93
15	02_014_5	Piedmont	8.73
16	02_014_4	Ridge_and_Valley	8.88
17	02_014_3	Ridge_and_Valley	8.43
18	02_014_2	Ridge_and_Valley	8.06
19	02_014_1	Ridge_and_Valley	8.59
20	02_019_1	Southeastern_Plains	8.64
21	02_019_2	Southeastern_Plains	7.77
22	02_019_3	Southeastern_Plains	8.44
23	02_019_4	Southeastern_Plains	8.37
24	02_019_5	Southeastern_Plains	8.38
25	02_022_1	Southeastern_Plains	8.28
26	02_022_2	Southeastern_Plains	8.08
27	02_022_3	Southeastern_Plains	8.19
28	02_022_4	Southeastern_Plains	7.46
29	02_022_5	Southeastern_Plains	7.76
30	02_024_5	Southeastern_Plains	8.58
31	02_024_4	Southeastern_Plains	8.39
32	02_024_3	Southeastern_Plains	8.54
33	02_024_2	Southeastern_Plains	8.68
34	02_024_1	Southeastern_Plains	8.38
35	02_025_5	Piedmont	8.02
36	02_025_4	Piedmont	7.99
37	02_025_3	Southeastern_Plains	8.04
38	02_025_2	Southeastern_Plains	7.85
39	02_025_1	Southeastern_Plains	8.77
40	02_029_1	Southeastern_Plains	7.73
41	02_029_2	Southeastern_Plains	7.62
42	02_029_3	Southeastern_Plains	7.36
43	02_029_4	Southeastern_Plains	7.54
44	02_029_5	Southeastern_Plains	7.64
45	02_038_5	Southeastern_Plains	8.50
46	02_038_4	Southeastern_Plains	7.87
47	02_038_3	Southeastern_Plains	7.71
48	02_038_2	Southeastern_Plains	7.88
49	02_038_1	Southeastern_Plains	7.95
50	02_043_5	Southwestern_Appalachians	7.61
51	02_043_4	Ridge_and_Valley	7.86
52	02_043_3	Ridge_and_Valley	8.20
53	02_043_2	Southeastern_Plains	7.65
54	02_043_1	Ridge_and_Valley	7.25
55	02_047_1	Southeastern_Plains	7.61
56	02_047_2	Southeastern_Plains	8.29
57	02_047_3	Southeastern_Plains	8.18
58	02_047_4	Southeastern_Plains	7.69
59	02_047_5	Southeastern_Plains	8.10
60	02_052_5	Southeastern_Plains	8.28
61	02_052_4	Southeastern_Plains	8.07
62	02_052_3	Southeastern_Plains	7.91
63	02_052_2	Southeastern_Plains	8.24
64	02_052_1	Southeastern_Plains	8.24
65	02_060_5	Southeastern_Plains	8.37
66	02_060_4	Southwestern_Appalachians	8.11
67	02_060_3	Southwestern_Appalachians	8.71
68	02_060_2	Southwestern_Appalachians	8.43
69	02_060_1	Southwestern_Appalachians	8.82
70	02_072_5	Interior_Plateau	7.98
71	02_072_4	Interior_Plateau	7.81
72	02_072_3	Interior_Plateau	7.92
73	02_072_2	Interior_Plateau	7.90
74	02_072_1	Interior_Plateau	8.00
75	02_105_5	Southwestern_Appalachians	7.94
76	02_105_4	Southwestern_Appalachians	8.25
77	02_105_3	Southwestern_Appalachians	7.94
78	02_105_2	Southwestern_Appalachians	8.64
79	02_105_1	Southwestern_Appalachians	8.53
80	02_111_1	Ridge_and_Valley	7.75
81	02_111_2	Ridge_and_Valley	8.23
82	02_111_3	Piedmont	8.38
83	02_111_4	Piedmont	8.02
84	02_111_5	Ridge_and_Valley	8.07
85	02_218_1	Southeastern_Plains	7.58
86	02_218_2	Southeastern_Plains	7.91
87	02_218_3	Southeastern_Plains	7.72
88	02_218_4	Southeastern_Plains	7.03
89	02_218_5	Southeastern_Plains	7.28
90	06_012_5	Mojave_Basin_and_Range	7.57
91	06_012_4	Mojave_Basin_and_Range	8.24
92	06_012_3	Mojave_Basin_and_Range	8.36
93	06_012_2	Mojave_Basin_and_Range	7.96
94	06_012_1	Mojave_Basin_and_Range	7.09
95	06_018_5	Sonoran_Desert	7.50
96	06_018_4	Sonoran_Desert	7.30
97	06_018_3	Sonoran_Desert	7.44
98	06_018_2	Sonoran_Desert	8.03
99	06_018_1	Sonoran_Desert	8.69
100	06_024_1	Sonoran_Desert	8.98
101	06_024_2	Sonoran_Desert	8.90
102	06_024_3	Sonoran_Desert	9.32
103	06_024_4	Sonoran_Desert	8.55
104	06_024_5	Sonoran_Desert	8.36
105	06_028_1	Madrean_Archipelago	8.70
106	06_028_2	Madrean_Archipelago	9.08
107	06_028_3	Madrean_Archipelago	8.94
108	06_028_4	Madrean_Archipelago	8.74
109	06_028_5	Madrean_Archipelago	8.75
110	06_032_5	Madrean_Archipelago	8.99
111	06_032_4	Madrean_Archipelago	8.61
112	06_032_3	Madrean_Archipelago	8.63
113	06_032_2	Madrean_Archipelago	9.16
114	06_032_1	Madrean_Archipelago	8.64
115	06_127_1	Sonoran_Desert	7.62
116	06_127_2	Sonoran_Desert	7.59
117	06_127_3	Sonoran_Desert	8.05
118	06_127_4	Sonoran_Desert	7.91
119	06_127_5	Sonoran_Desert	8.59
120	07_005_5	South_Central_Plains	8.46
121	07_005_4	South_Central_Plains	8.33
122	07_005_3	South_Central_Plains	7.73
123	07_005_2	South_Central_Plains	8.12
124	07_005_1	South_Central_Plains	7.95
125	07_007_5	South_Central_Plains	7.96
126	07_007_4	South_Central_Plains	7.91
127	07_007_3	South_Central_Plains	8.00
128	07_007_2	South_Central_Plains	7.69
129	07_007_1	South_Central_Plains	7.16
130	07_008_5	Mississippi_Alluvial_Plain	7.98
131	07_008_4	Mississippi_Alluvial_Plain	7.83
132	07_008_3	Mississippi_Alluvial_Plain	7.75
133	07_008_2	Mississippi_Alluvial_Plain	8.40
134	07_008_1	Mississippi_Alluvial_Plain	8.12
135	07_010_5	Mississippi_Alluvial_Plain	8.26
136	07_010_4	Mississippi_Alluvial_Plain	8.23
137	07_010_3	Mississippi_Alluvial_Plain	8.10
138	07_010_2	Mississippi_Alluvial_Plain	8.52
139	07_010_1	Mississippi_Alluvial_Plain	8.49
140	07_015_1	Arkansas_Valley	7.25
141	07_015_2	Arkansas_Valley	7.36
142	07_015_3	Arkansas_Valley	7.43
143	07_015_4	Arkansas_Valley	7.44
144	07_015_5	Arkansas_Valley	7.55
145	07_019_5	Mississippi_Alluvial_Plain	7.65
146	07_019_4	Ozark_Highlands	7.97
147	07_019_3	Ozark_Highlands	7.81
148	07_019_2	Ozark_Highlands	8.02
149	07_019_1	Ozark_Highlands	7.43
150	07_020_5	Arkansas_Valley	8.42
151	07_020_4	Arkansas_Valley	7.73
152	07_020_3	Arkansas_Valley	8.28
153	07_020_2	Boston_Mountains	8.34
154	07_020_1	Boston_Mountains	8.01
155	07_024_1	Arkansas_Valley	7.47
156	07_024_2	Arkansas_Valley	7.65
157	07_024_3	Arkansas_Valley	7.99
158	07_024_4	Arkansas_Valley	8.08
159	07_024_5	Boston_Mountains	7.76
160	07_028_5	Boston_Mountains	7.87
161	07_028_4	Boston_Mountains	8.01
162	07_028_3	Boston_Mountains	7.59
163	07_028_2	Boston_Mountains	7.92
164	07_028_1	Boston_Mountains	7.48
165	07_109_1	Mississippi_Alluvial_Plain	8.59
166	07_109_2	Mississippi_Alluvial_Plain	8.58
167	07_109_3	Mississippi_Alluvial_Plain	9.17
168	07_109_4	Mississippi_Alluvial_Plain	8.78
169	07_109_5	Mississippi_Alluvial_Plain	8.69
170	07_111_1	Ouachita_Mountains	8.21
171	07_111_2	Ouachita_Mountains	7.69
172	07_111_3	Ouachita_Mountains	7.83
173	07_111_4	Ouachita_Mountains	8.02
174	07_111_5	Ouachita_Mountains	7.72
175	07_901_5	Arkansas_Valley	8.88
176	07_901_4	Arkansas_Valley	8.32
177	07_901_3	Arkansas_Valley	8.13
178	07_901_2	Arkansas_Valley	7.99
179	07_901_1	Arkansas_Valley	8.36
180	07_902_5	Boston_Mountains	7.48
181	07_902_4	Boston_Mountains	7.93
182	07_902_3	Boston_Mountains	8.09
183	07_902_2	Boston_Mountains	8.13
184	07_902_1	Boston_Mountains	7.69
185	14_001_5	Klamath_Mountains	8.96
186	14_001_4	Klamath_Mountains	8.62
187	14_001_3	Klamath_Mountains	8.23
188	14_001_2	Klamath_Mountains	8.59
189	14_001_1	Klamath_Mountains	9.10
190	14_071_5	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.52
191	14_071_4	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.89
192	14_071_3	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.60
193	14_071_2	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.76
194	14_071_1	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.79
195	14_089_5	Sonoran_Desert	8.25
196	14_089_4	Sonoran_Desert	8.68
197	14_089_3	Sonoran_Desert	8.03
198	14_089_2	Sonoran_Desert	8.21
199	14_089_1	Sonoran_Desert	7.43
200	14_106_1	Southern_and_Baja_California_Pine-Oak_Mountains	8.27
201	14_106_2	Southern_and_Baja_California_Pine-Oak_Mountains	8.45
202	14_106_3	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.18
203	14_106_4	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	7.94
204	14_106_5	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	7.92
205	14_153_5	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.92
206	14_153_4	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.50
207	14_153_3	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.72
208	14_153_2	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.62
209	14_153_1	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.51
210	14_155_1	Central_California_Valley	7.72
211	14_155_2	Central_California_Valley	7.99
212	14_155_3	Central_California_Valley	8.29
213	14_155_4	Central_California_Valley	8.14
214	14_155_5	Central_California_Valley	8.88
215	14_160_1	Klamath_Mountains	7.94
216	14_160_2	Klamath_Mountains	8.37
217	14_160_3	Klamath_Mountains	7.81
218	14_160_4	Klamath_Mountains	7.55
219	14_160_5	Klamath_Mountains	8.10
220	14_162_5	Northern_Basin_and_Range	8.91
221	14_162_4	Northern_Basin_and_Range	8.71
222	14_162_3	Northern_Basin_and_Range	9.52
223	14_162_2	Northern_Basin_and_Range	9.00
224	14_162_1	Northern_Basin_and_Range	8.06
225	14_168_5	Eastern_Cascades_Slopes_and_Foothills	8.50
226	14_168_4	Eastern_Cascades_Slopes_and_Foothills	8.76
227	14_168_3	Eastern_Cascades_Slopes_and_Foothills	8.53
228	14_168_2	Eastern_Cascades_Slopes_and_Foothills	8.69
229	14_168_1	Eastern_Cascades_Slopes_and_Foothills	7.69
230	14_175_1	Cascades	8.37
231	14_175_2	Cascades	7.41
232	14_175_3	Cascades	7.83
233	14_175_4	Cascades	7.86
234	14_175_5	Cascades	8.00
235	14_181_5	Sierra_Nevada	8.05
236	14_181_4	Sierra_Nevada	7.68
237	14_181_3	Sierra_Nevada	7.74
238	14_181_2	Sierra_Nevada	8.42
239	14_181_1	Sierra_Nevada	8.54
240	14_182_5	Coast_Range	8.77
241	14_182_4	Coast_Range	8.56
242	14_182_3	Coast_Range	8.73
243	14_182_2	Coast_Range	8.44
244	14_182_1	Klamath_Mountains	8.96
245	14_186_1	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	7.95
246	14_186_2	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.24
247	14_186_3	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.13
248	14_186_4	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	7.70
249	14_186_5	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	7.89
250	14_188_1	Sierra_Nevada	7.82
251	14_188_2	Sierra_Nevada	7.95
252	14_188_3	Sierra_Nevada	8.21
253	14_188_4	Sierra_Nevada	7.88
254	14_188_5	Sierra_Nevada	8.24
255	14_189_5	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.12
256	14_189_4	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.11
257	14_189_3	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	7.71
258	14_189_2	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.04
259	14_189_1	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	7.90
260	14_190_5	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	9.19
261	14_190_4	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.82
262	14_190_3	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.47
263	14_190_2	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.58
264	14_190_1	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.82
265	14_193_5	Coast_Range	8.31
266	14_193_4	Coast_Range	8.50
267	14_193_3	Coast_Range	8.48
268	14_193_2	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.55
269	14_193_1	California_Coastal_Sage._Chaparral._and_Oak_Woodlands	8.78
270	14_198_1	Klamath_Mountains	8.29
271	14_198_2	Klamath_Mountains	8.25
272	14_198_3	Klamath_Mountains	8.51
273	14_198_4	Eastern_Cascades_Slopes_and_Foothills	8.66
274	14_198_5	Eastern_Cascades_Slopes_and_Foothills	8.46
275	14_900_5	Eastern_Cascades_Slopes_and_Foothills	8.39
276	14_900_4	Eastern_Cascades_Slopes_and_Foothills	8.11
277	14_900_3	Eastern_Cascades_Slopes_and_Foothills	8.49
278	14_900_2	Eastern_Cascades_Slopes_and_Foothills	8.71
279	14_900_1	Klamath_Mountains	7.80
280	14_907_1	Mojave_Basin_and_Range	8.14
281	14_907_2	Mojave_Basin_and_Range	8.44
282	14_907_3	Mojave_Basin_and_Range	8.12
283	14_907_4	Mojave_Basin_and_Range	7.89
284	14_907_5	Mojave_Basin_and_Range	8.74
285	17_004_1	High_Plains	7.73
286	17_004_2	High_Plains	8.60
287	17_004_3	Southern_Rockies	8.42
288	17_004_4	Southern_Rockies	8.47
289	17_004_5	Southern_Rockies	8.33
290	17_010_5	Southern_Rockies	8.59
291	17_010_4	Southern_Rockies	8.11
292	17_010_3	Southern_Rockies	7.89
293	17_010_2	Southern_Rockies	7.72
294	17_010_1	Southern_Rockies	7.39
295	17_011_1	Southern_Rockies	7.51
296	17_011_2	Southern_Rockies	7.17
297	17_011_3	Southern_Rockies	7.19
298	17_011_4	Southern_Rockies	7.08
299	17_011_5	Southern_Rockies	7.23
300	17_017_1	Southern_Rockies	8.11
301	17_017_2	Southern_Rockies	8.59
302	17_017_3	Southern_Rockies	8.17
303	17_017_4	Southern_Rockies	8.61
304	17_017_5	Southern_Rockies	8.89
305	17_031_1	Colorado_Plateaus	8.51
306	17_031_2	Colorado_Plateaus	8.38
307	17_031_3	Colorado_Plateaus	8.31
308	17_031_4	Colorado_Plateaus	8.81
309	17_031_5	Colorado_Plateaus	8.50
310	17_037_5	High_Plains	7.71
311	17_037_4	High_Plains	8.23
312	17_037_3	High_Plains	8.59
313	17_037_2	High_Plains	7.44
314	17_037_1	High_Plains	7.44
315	17_042_5	High_Plains	7.59
316	17_042_4	High_Plains	7.58
317	17_042_3	High_Plains	8.28
318	17_042_2	High_Plains	8.03
319	17_042_1	High_Plains	8.34
320	17_044_5	High_Plains	7.83
321	17_044_4	High_Plains	8.28
322	17_044_3	High_Plains	8.32
323	17_044_2	High_Plains	8.32
324	17_044_1	High_Plains	8.32
325	17_046_1	Southern_Rockies	8.42
326	17_046_2	Southern_Rockies	8.07
327	17_046_3	Southern_Rockies	7.92
328	17_046_4	Southern_Rockies	8.14
329	17_046_5	Southern_Rockies	8.00
330	17_047_5	Southern_Rockies	8.51
331	17_047_4	Southern_Rockies	7.95
332	17_047_3	Southern_Rockies	8.44
333	17_047_2	Southern_Rockies	8.33
334	17_047_1	Southern_Rockies	8.16
335	17_049_5	Southwestern_Tablelands	7.17
336	17_049_4	Southwestern_Tablelands	7.17
337	17_049_3	Southwestern_Tablelands	7.86
338	17_049_2	Southwestern_Tablelands	7.77
339	17_049_1	Southwestern_Tablelands	8.25
340	17_052_5	Southern_Rockies	7.90
341	17_052_4	Southern_Rockies	8.64
342	17_052_3	Southern_Rockies	7.50
343	17_052_2	Southern_Rockies	7.93
344	17_052_1	Southern_Rockies	7.95
345	17_055_1	Arizona/New_Mexico_Plateau	7.97
346	17_055_2	Arizona/New_Mexico_Plateau	8.01
347	17_055_3	Arizona/New_Mexico_Plateau	6.87
348	17_055_4	Arizona/New_Mexico_Plateau	8.31
349	17_055_5	Arizona/New_Mexico_Plateau	7.83
350	17_058_5	High_Plains	7.61
351	17_058_4	High_Plains	8.59
352	17_058_3	High_Plains	7.61
353	17_058_2	High_Plains	7.61
354	17_058_1	High_Plains	7.61
355	17_202_5	Southern_Rockies	8.35
356	17_202_4	Southern_Rockies	8.73
357	17_202_3	Southern_Rockies	7.71
358	17_202_2	Southern_Rockies	8.30
359	17_202_1	Southern_Rockies	7.76
360	17_207_1	High_Plains	8.15
361	17_207_2	High_Plains	7.84
362	17_207_3	High_Plains	8.15
363	17_207_4	High_Plains	8.15
364	17_207_5	High_Plains	8.15
365	17_209_1	Colorado_Plateaus	7.21
366	17_209_2	Southern_Rockies	7.53
367	17_209_3	Southern_Rockies	7.39
368	17_209_4	Southern_Rockies	7.14
369	17_209_5	Southern_Rockies	7.88
370	17_221_5	High_Plains	9.96
371	17_221_4	High_Plains	8.37
372	17_221_3	High_Plains	8.04
373	17_221_2	Southwestern_Tablelands	9.05
374	17_221_1	Southwestern_Tablelands	8.35
375	17_222	Southern_Rockies	7.96
376	17_222	Southern_Rockies	7.68
377	17_222	Southern_Rockies	7.77
378	17_222	Southern_Rockies	7.86
379	17_222	Southern_Rockies	8.13
380	17_228_5	High_Plains	8.16
381	17_228_4	High_Plains	8.12
382	17_228_3	High_Plains	7.99
383	17_228_2	High_Plains	8.30
384	17_228_1	High_Plains	7.98
385	17_305_5	High_Plains	8.68
386	17_305_4	High_Plains	8.11
387	17_305_3	High_Plains	8.47
388	17_305_2	High_Plains	7.30
389	17_305_1	High_Plains	8.87
390	17_315_5	Colorado_Plateaus	8.83
391	17_315_4	Colorado_Plateaus	8.15
392	17_315_3	Colorado_Plateaus	8.16
393	17_315_2	Colorado_Plateaus	7.34
394	17_315_1	Colorado_Plateaus	7.37
395	18_008_1	Northeastern_Coastal_Zone	2.79
396	18_008_2	Northeastern_Coastal_Zone	8.86
397	18_008_3	Northeastern_Coastal_Zone	8.36
398	18_008_4	Northeastern_Coastal_Zone	8.89
399	18_008_5	Northeastern_Coastal_Zone	8.83
400	18_009_5	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.22
401	18_009_4	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.38
402	18_009_3	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.23
403	18_009_2	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.09
404	18_009_1	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.30
405	18_102_1	Northeastern_Coastal_Zone	7.37
406	18_102_2	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.11
407	18_102_3	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.28
408	18_102_4	Northern_Appalachian_and_Atlantic_Maritime_Highlands	8.52
409	18_102_5	Northeastern_Coastal_Zone	8.47
410	21_001_5	Middle_Atlantic_Coastal_Plain	7.88
411	21_001_4	Middle_Atlantic_Coastal_Plain	7.64
412	21_001_3	Middle_Atlantic_Coastal_Plain	8.05
413	21_001_2	Middle_Atlantic_Coastal_Plain	7.63
414	21_001_1	Middle_Atlantic_Coastal_Plain	7.68
415	21_003_1	Middle_Atlantic_Coastal_Plain	7.94
416	21_003_2	Middle_Atlantic_Coastal_Plain	7.93
417	21_003_3	Middle_Atlantic_Coastal_Plain	7.68
418	21_003_4	Middle_Atlantic_Coastal_Plain	8.49
419	21_003_5	Middle_Atlantic_Coastal_Plain	8.40
420	21_109_5	Middle_Atlantic_Coastal_Plain	7.79
421	21_109_4	Middle_Atlantic_Coastal_Plain	7.46
422	21_109_3	Middle_Atlantic_Coastal_Plain	7.38
423	21_109_2	Middle_Atlantic_Coastal_Plain	7.57
424	21_109_1	Middle_Atlantic_Coastal_Plain	6.99
425	25_010_1	Southern_Coastal_Plain	8.42
426	25_010_2	Southern_Coastal_Plain	8.47
427	25_010_3	Southern_Coastal_Plain	8.15
428	25_010_4	Southeastern_Plains	8.40
429	25_010_5	Southeastern_Plains	8.47
430	25_014_1	Southern_Coastal_Plain	7.54
431	25_014_2	Southern_Coastal_Plain	7.62
432	25_014_3	Southern_Coastal_Plain	7.75
433	25_014_4	Southern_Coastal_Plain	8.44
434	25_014_5	Southern_Coastal_Plain	8.44
435	25_018_5	Southern_Coastal_Plain	8.09
436	25_018_4	Southern_Coastal_Plain	7.65
437	25_018_3	Southern_Coastal_Plain	8.41
438	25_018_2	Southern_Coastal_Plain	7.60
439	25_018_1	Southern_Coastal_Plain	7.86
440	25_021_5	Southern_Coastal_Plain	7.70
441	25_021_4	Southern_Coastal_Plain	7.60
442	25_021_3	Southern_Coastal_Plain	7.32
443	25_021_2	Southern_Coastal_Plain	7.72
444	25_021_1	Southern_Coastal_Plain	7.26
445	25_022_1	Southern_Coastal_Plain	8.62
446	25_022_2	Southern_Coastal_Plain	8.90
447	25_022_3	Southern_Coastal_Plain	8.59
448	25_022_4	Southern_Coastal_Plain	8.99
449	25_022_5	Southern_Coastal_Plain	8.99
450	25_025_5	Southern_Coastal_Plain	7.92
451	25_025_4	Southern_Coastal_Plain	7.56
452	25_025_3	Southern_Coastal_Plain	7.85
453	25_025_2	Southern_Coastal_Plain	8.14
454	25_025_1	Southern_Coastal_Plain	8.08
455	25_027_5	Southern_Coastal_Plain	8.26
456	25_027_4	Southern_Coastal_Plain	8.05
457	25_027_3	Southern_Coastal_Plain	8.12
458	25_027_2	Southern_Coastal_Plain	8.19
459	25_027_1	Southern_Coastal_Plain	8.14
460	25_053_5	Southeastern_Plains	8.68
461	25_053_4	Southeastern_Plains	8.08
462	25_053_3	Southeastern_Plains	8.59
463	25_053_2	Southeastern_Plains	8.58
464	25_053_1	Southeastern_Plains	8.73
465	25_062_5	Southern_Coastal_Plain	8.37
466	25_062_4	Southern_Coastal_Plain	8.13
467	25_062_3	Southern_Coastal_Plain	8.15
468	25_062_2	Southern_Coastal_Plain	8.53
469	25_062_1	Southern_Coastal_Plain	8.43
470	25_066_5	Southern_Coastal_Plain	7.31
471	25_066_4	Southern_Coastal_Plain	7.81
472	25_066_3	Southern_Coastal_Plain	7.69
473	25_066_2	Southern_Coastal_Plain	7.39
474	25_066_1	Southern_Coastal_Plain	7.29
475	25_073_1	Southern_Coastal_Plain	8.82
476	25_073_2	Southern_Coastal_Plain	8.80
477	25_073_3	Southern_Coastal_Plain	8.80
478	25_073_4	Southern_Coastal_Plain	8.76
479	25_073_5	Southern_Coastal_Plain	8.73
480	25_081_5	Southern_Coastal_Plain	8.45
481	25_081_4	Southern_Coastal_Plain	8.21
482	25_081_3	Southern_Coastal_Plain	8.30
483	25_081_2	Southern_Coastal_Plain	8.11
484	25_081_1	Southern_Coastal_Plain	8.37
485	25_113_5	Southern_Coastal_Plain	8.51
486	25_113_4	Southern_Coastal_Plain	8.53
487	25_113_3	Southern_Coastal_Plain	8.24
488	25_113_2	Southern_Coastal_Plain	8.25
489	25_113_1	Southern_Coastal_Plain	8.32
490	25_135_5	Southern_Florida_Coastal_Plain	8.78
491	25_135_4	Southern_Florida_Coastal_Plain	8.89
492	25_135_3	Southern_Florida_Coastal_Plain	8.70
493	25_135_2	Southern_Florida_Coastal_Plain	8.50
494	25_135_1	Southern_Florida_Coastal_Plain	8.53
495	25_175_1	Southern_Coastal_Plain	8.79
496	25_175_2	Southern_Coastal_Plain	8.67
497	25_175_3	Southern_Coastal_Plain	8.91
498	25_175_4	Southern_Coastal_Plain	8.83
499	25_175_5	Southern_Coastal_Plain	8.91
500	25_919_1	Southern_Coastal_Plain	8.82
501	25_919_2	Southern_Coastal_Plain	8.54
502	25_919_3	Southern_Coastal_Plain	8.34
503	25_919_4	Southern_Coastal_Plain	8.38
504	25_919_5	Southern_Coastal_Plain	8.55
505	27_010_5	Southeastern_Plains	7.97
506	27_010_4	Southeastern_Plains	8.22
507	27_010_3	Southeastern_Plains	7.98
508	27_010_2	Southeastern_Plains	8.10
509	27_010_1	Southeastern_Plains	8.21
510	27_021_1	Southeastern_Plains	8.07
511	27_021_2	Southeastern_Plains	7.65
512	27_021_3	Southeastern_Plains	7.68
513	27_021_4	Southeastern_Plains	8.10
514	27_021_5	Southeastern_Plains	8.23
515	27_027_1	Piedmont	8.03
516	27_027_2	Piedmont	8.47
517	27_027_3	Ridge_and_Valley	8.41
518	27_027_4	Blue_Ridge	8.40
519	27_027_5	Blue_Ridge	8.22
520	27_031_5	Piedmont	7.09
521	27_031_4	Piedmont	7.12
522	27_031_3	Piedmont	7.28
523	27_031_2	Piedmont	7.18
524	27_031_1	Piedmont	7.08
525	27_033_5	Southeastern_Plains	7.93
526	27_033_4	Southeastern_Plains	7.71
527	27_033_3	Southeastern_Plains	8.86
528	27_033_2	Southeastern_Plains	8.64
529	27_033_1	Southeastern_Plains	8.24
530	27_046_5	Piedmont	8.01
531	27_046_4	Piedmont	7.95
532	27_046_3	Piedmont	8.06
533	27_046_2	Piedmont	7.42
534	27_046_1	Piedmont	7.48
535	27_048_1	Southeastern_Plains	7.47
536	27_048_2	Southeastern_Plains	7.81
537	27_048_3	Southeastern_Plains	7.62
538	27_048_4	Southeastern_Plains	7.90
539	27_048_5	Piedmont	7.63
540	27_050_1	Southeastern_Plains	7.89
541	27_050_2	Southeastern_Plains	8.18
542	27_050_3	Southeastern_Plains	7.96
543	27_050_4	Southeastern_Plains	8.20
544	27_050_5	Southeastern_Plains	8.11
545	27_051_5	Southeastern_Plains	8.27
546	27_051_4	Southeastern_Plains	8.06
547	27_051_3	Southeastern_Plains	7.89
548	27_051_2	Southeastern_Plains	8.41
549	27_051_1	Southeastern_Plains	8.27
550	27_057_1	Southeastern_Plains	8.06
551	27_057_2	Southeastern_Plains	8.09
552	27_057_3	Southeastern_Plains	8.15
553	27_057_4	Southeastern_Plains	7.91
554	27_057_5	Southeastern_Plains	7.92
555	33_010_1	Middle_Rockies	7.42
556	33_010_2	Middle_Rockies	8.08
557	33_010_3	Middle_Rockies	8.02
558	33_010_4	Middle_Rockies	7.47
559	33_010_5	Middle_Rockies	7.53
560	33_012_1	Idaho_Batholith	7.41
561	33_012_2	Idaho_Batholith	7.33
562	33_012_3	Idaho_Batholith	7.76
563	33_012_4	Idaho_Batholith	7.38
564	33_012_5	Idaho_Batholith	7.22
565	33_014_1	Middle_Rockies	7.71
566	33_014_2	Middle_Rockies	7.37
567	33_014_3	Middle_Rockies	7.35
568	33_014_4	Middle_Rockies	8.33
569	33_014_5	Middle_Rockies	8.34
570	33_022_1	Snake_River_Plain	9.07
571	33_022_2	Snake_River_Plain	8.17
572	33_022_3	Snake_River_Plain	7.75
573	33_022_4	Snake_River_Plain	7.39
574	33_022_5	Snake_River_Plain	8.82
575	33_025_1	Northern_Basin_and_Range	8.31
576	33_025_2	Northern_Basin_and_Range	8.20
577	33_025_3	Northern_Basin_and_Range	8.47
578	33_025_4	Northern_Basin_and_Range	7.81
579	33_025_5	Northern_Basin_and_Range	7.81
580	33_027_1	Northern_Basin_and_Range	8.19
